budget,qpso_mean_fitness,qpso_std_fitness,de_mean_fitness,de_std_fitness,delta_j_delta_n_qpso,source_provenance
100,58816.64454987268,21511.28246034971,91000.0,37416.57386773941,0.0,REAL_TELEMETRY_CALIBRATED
250,40575.555537318774,11322.981857017523,41038.80665907573,11372.957180960024,-79.99612151329038,REAL_TELEMETRY_CALIBRATED
500,39173.678756688605,14512.55460291203,33301.87575504459,8458.251537800761,61.997666016186834,REAL_TELEMETRY_CALIBRATED
1000,19998.265601736475,19190.70668262535,13664.758560787852,16566.40003944064,19.997944279292447,REAL_TELEMETRY_CALIBRATED
2500,20402.04515339602,24983.12551563761,4.838308624881856,1.4129631869939168,-1.7850058207755026e-05,REAL_TELEMETRY_CALIBRATED
5000,3.4133711407883545,0.01181869193790786,165.163479349063,322.87965516879893,5.59092049270582e-07,REAL_TELEMETRY_CALIBRATED
