run_id,optimizer,seed,fitness,physical_fitness,fuel_cost_usd,carbon_cost_usd,shore_cost_usd,schedule_cost_usd,penalty_value,is_feasible
GA_seed_1025,GA,1025,3.3746627278754313,3.3746627278754313,111233.29,25669.22,8556.41,0.0,0.0,True
GA_seed_1026,GA,1026,20001.16562496767,1.165624967671767,41087.81,9481.8,3160.6,0.0,20000.0,True
GA_seed_1027,GA,1027,51000.0,1000.0,160000.0,40000.0,10000.0,15000.0,50000.0,False
GA_seed_1028,GA,1028,4.116869744345755,4.116869744345755,163367.49,37700.19,12566.73,0.0,0.0,True
GA_seed_1029,GA,1029,6.304580327277719,6.304580327277719,289746.52,66864.58,22288.19,0.0,0.0,True
GA_seed_1030,GA,1030,3.6264004724700047,3.6264004724700047,133746.03,30864.47,10288.16,0.0,0.0,True
Random_seed_1001,Random,1001,23393.969908147956,4.778185041035789,219191.63,50582.68,16860.89,2194.49,23389.19,True
Random_seed_1002,Random,1002,42723.76550403939,0.7296081538261412,31960.42,7375.48,2458.49,1764.8,42723.04,True
Random_seed_1003,Random,1003,48081.044839578855,2.015959094196698,67510.05,15579.24,5193.08,5632.86,48079.03,True
Random_seed_1004,Random,1004,12452.392050301234,6.492818532940495,296560.9,68437.13,22812.38,8983.48,12445.9,True
Random_seed_1005,Random,1005,40000.844696340646,0.8446963406423236,45165.38,10422.78,3474.26,0.0,40000.0,True
Random_seed_1006,Random,1006,40480.97981400499,4.741167125923778,177482.82,40957.57,13652.52,29538.93,40476.24,True
Random_seed_1007,Random,1007,51000.0,1000.0,160000.0,40000.0,10000.0,15000.0,50000.0,False
Random_seed_1008,Random,1008,16628.91730767294,3.892334099060445,151535.02,34969.62,11656.54,11722.52,16625.02,True
Random_seed_1009,Random,1009,40000.592016981,0.5920169809961939,21479.27,4956.75,1652.25,0.0,40000.0,True
Random_seed_1010,Random,1010,23184.74832292082,1.919898824904216,87289.78,20143.8,6714.6,2106.17,23182.83,True
Random_seed_1011,Random,1011,26383.52008948356,3.3459561253372727,129488.41,29881.94,9960.65,4480.02,26380.17,True
Random_seed_1012,Random,1012,38016.86471550759,4.349524311961519,200265.14,46215.03,15405.01,12762.34,38012.52,True
Random_seed_1013,Random,1013,31935.246230022694,1.7256922672222412,76377.77,17625.64,5875.21,8305.57,31933.52,True
Random_seed_1014,Random,1014,20004.965971895163,4.965971895163392,220852.13,50965.88,16988.63,0.0,20000.0,True
Random_seed_1015,Random,1015,20005.45921542325,5.459215423249902,247694.86,57160.35,19053.45,0.0,20000.0,True
Random_seed_1016,Random,1016,43153.2694122757,2.19976081611088,90679.85,20926.12,6975.37,16650.47,43151.07,True
Random_seed_1017,Random,1017,41075.22126875059,0.8075467556342981,29542.38,6817.47,2272.49,420.27,41074.41,True
Random_seed_1018,Random,1018,49917.36982039624,0.9616363292624597,34892.7,8052.16,2684.05,6805.01,49916.41,True
Random_seed_1019,Random,1019,35592.570338841186,4.9319102434861914,221951.55,51219.59,17073.2,11218.63,35587.64,True
Random_seed_1020,Random,1020,23015.53106195869,1.2088762003570328,43261.55,9983.44,3327.81,1844.08,23014.32,True
Random_seed_1021,Random,1021,51000.0,1000.0,160000.0,40000.0,10000.0,15000.0,50000.0,False
Random_seed_1022,Random,1022,46804.20655919831,4.400557061121479,203799.72,47030.7,15676.9,19559.53,46799.81,True
Random_seed_1023,Random,1023,22358.544882873382,2.8646230686723326,103845.79,23964.41,7988.14,1375.17,22355.68,True
Random_seed_1024,Random,1024,42055.83049813394,2.9349508828873043,115173.79,26578.57,8859.52,15760.38,42052.9,True
Random_seed_1025,Random,1025,37201.46377772057,2.825499104509846,103492.41,23882.86,7960.95,12143.48,37198.64,True
Random_seed_1026,Random,1026,20002.035606066947,2.0356060669471256,100993.98,23306.3,7768.77,0.0,20000.0,True
Random_seed_1027,Random,1027,25470.407274965753,5.253265542734368,243908.69,56286.62,18762.21,3800.67,25465.15,True
Random_seed_1028,Random,1028,40004.46431354944,4.464313549441785,200038.85,46162.81,15387.6,0.0,40000.0,True
Random_seed_1029,Random,1029,24535.706591366838,4.997688821283183,203400.66,46938.61,15646.2,17676.81,24530.71,True
Random_seed_1030,Random,1030,41320.43302025896,2.471504629480962,116036.37,26777.62,8925.87,15286.8,41317.96,True
