scenario_id,loss,fuel_tonnes,opex_usd,ghg_tonnes,delay_hours,source_provenance
SCEN-W1,3.1292754548016974,171.6306939592798,172805.27,636.2916206360569,0.21736366525904316,SYNTHETIC_OPERATIONAL_SCENARIO
SCEN-W2,3.2673040631372214,178.4196760715282,180432.6,661.4606176902586,1.1756043890954615,SYNTHETIC_OPERATIONAL_SCENARIO
SCEN-W3,3.3821972290301163,183.15727244057985,186915.97,679.0244508371349,3.005035632474584,SYNTHETIC_OPERATIONAL_SCENARIO
SCEN-W4,3.4894638737206063,187.48961528079664,192982.33000000002,695.0858754189558,4.8155743004233535,SYNTHETIC_OPERATIONAL_SCENARIO
