experiment_id,run_id,optimizer,seed,fleet_size,dimension,evaluation_budget,evaluations_used,runtime_seconds,fitness,physical_fitness,penalty_value,is_feasible,domain_status,fuel_tonnes,opex_usd,ghg_tonnes,delay_hours,risk_metric,fuel_cost_usd,carbon_cost_usd,shore_cost_usd,schedule_cost_usd,fueleu_penalty_usd,assigned_demands,fuel_decisions,speed_decisions,shore_power_decisions,source_provenance,timestamp,git_commit
EXP-P4-08,QPSO_seed_1011,QPSO,1011,3,18,2500,2500,6.5989,3.4151676368862347,3.4151676368862347,0.0,True,VALID,182.76,176746.04,751.59,0.0,0.011,114884.93,26511.91,8837.3,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.29642448220589, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.703023106730315}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1012,QPSO,1012,3,18,2500,2500,4.5127,3.379709326779923,3.379709326779923,0.0,True,VALID,177.41,170860.66,728.51,0.0,0.1518,111059.43,25629.1,8543.03,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.137518437097135, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.65933595291216}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1013,QPSO,1013,3,18,2500,2500,4.6703,3.4082183318565935,3.4082183318565935,0.0,True,VALID,179.47,172879.0,736.22,0.0,0.1342,112371.35,25931.85,8643.95,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.15542018952933, 'CPS_Triton': 16.361460441011324, 'OSS_Ceto': 11.853817921887146}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1014,QPSO,1014,3,18,2500,2500,5.1002,20002.722235293528,2.7222352935292813,20000.0,True,VALID,140.68,137618.0,592.38,0.0,0.1303,89451.7,20642.7,6880.9,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.146324746387126, 'CPS_Triton': 10.838402906103564, 'OSS_Ceto': 11.95557449377391}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1015,QPSO,1015,3,18,2500,2500,4.9069,3.3938593448370646,3.3938593448370646,0.0,True,VALID,177.89,174164.17,730.34,0.0,0.1287,113206.71,26124.63,8708.21,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.152754266494327, 'CPS_Triton': 15.896276746268075, 'OSS_Ceto': 11.8866619300716}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1016,QPSO,1016,3,18,2500,2500,4.584,20001.198955317155,1.198955317156407,20000.0,True,VALID,65.45,66143.77,244.44,0.0,0.004,42993.45,9921.57,3307.19,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 20.784543809791753, 'CPS_Triton': 15.679833967726973, 'OSS_Ceto': 11.679656402315924}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1017,QPSO,1017,3,18,2500,2500,6.3082,3.646320564098472,3.646320564098472,0.0,True,VALID,207.16,206496.83,652.2,0.0,0.1548,134222.94,30974.52,10324.84,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 19.161984619530703, 'CPS_Triton': 17.965293998196895, 'OSS_Ceto': 12.379623392375038}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1018,QPSO,1018,3,18,2500,2500,5.7015,3.4079237282522215,3.4079237282522215,0.0,True,VALID,182.67,175868.01,751.28,0.0,0.0092,114314.21,26380.2,8793.4,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.245671149022282, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.629060314401348}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1019,QPSO,1019,3,18,2500,2500,4.8598,3.671348944662959,3.671348944662959,0.0,True,VALID,211.97,211002.09,675.08,0.0,0.0168,137151.36,31650.31,10550.1,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 21.121752578275682, 'CPS_Triton': 15.707348483135586, 'OSS_Ceto': 11.634136803922342}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1020,QPSO,1020,3,18,2500,2500,5.4909,3.413825998004617,3.413825998004617,0.0,True,VALID,179.82,174015.3,737.54,0.0,0.1231,113109.94,26102.29,8700.76,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.15611859745034, 'CPS_Triton': 15.949766531028388, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1021,QPSO,1021,3,18,2500,2500,2.9212,51000.0,1000.0,50000.0,False,VALID,200.0,250000.0,750.0,10.0,0.0,160000.0,40000.0,10000.0,15000.0,0.0,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 14.354408742134655, 'CPS_Triton': 11.545968153628358, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1022,QPSO,1022,3,18,2500,2500,4.5916,20002.731832971338,2.7318329713377025,20000.0,True,VALID,140.64,138369.89,592.23,0.0,0.1414,89940.43,20755.48,6918.49,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.1430603087326, 'CPS_Triton': 8.71897806293553, 'OSS_Ceto': 12.344398595181657}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1023,QPSO,1023,3,18,2500,2500,6.8935,3.410095210102724,3.410095210102724,0.0,True,VALID,182.78,175978.64,751.67,0.0,0.0095,114386.11,26396.8,8798.93,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.29399431399485, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.740047485209315}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1024,QPSO,1024,3,18,2500,2500,5.9995,3.631126068050126,3.631126068050126,0.0,True,VALID,206.75,206087.25,650.98,0.0,0.1383,133956.71,30913.09,10304.36,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 19.143648817557594, 'CPS_Triton': 15.653065574320326, 'OSS_Ceto': 11.820676279819606}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1025,QPSO,1025,3,18,2500,2500,3.0671,51000.0,1000.0,50000.0,False,VALID,200.0,250000.0,750.0,10.0,0.0,160000.0,40000.0,10000.0,15000.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 8.812409526541053, 'CPS_Triton': 8.757259163795897, 'OSS_Ceto': 7.0300511458783665}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1026,QPSO,1026,3,18,2500,2500,10.2909,3.6705066785020874,3.6705066785020874,0.0,True,VALID,212.33,211405.02,674.97,0.0,0.0063,137413.27,31710.75,10570.25,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 21.409521096204728, 'CPS_Triton': 17.98554162650864, 'OSS_Ceto': 12.250486922441233}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1027,QPSO,1027,3,18,2500,2500,11.9572,3.4118405694884673,3.4118405694884673,0.0,True,VALID,179.17,173725.13,735.18,0.0,0.1384,112921.33,26058.77,8686.26,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.176084465673217, 'CPS_Triton': 17.634167767423744, 'OSS_Ceto': 12.428305793692978}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1028,QPSO,1028,3,18,2500,2500,11.9863,3.3870865510615507,3.3870865510615507,0.0,True,VALID,177.47,173757.94,728.73,0.0,0.1303,112942.66,26063.69,8687.9,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.139070903211856, 'CPS_Triton': 15.626633488815825, 'OSS_Ceto': 11.95488007506289}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1029,QPSO,1029,3,18,2500,2500,4.1474,51000.0,1000.0,50000.0,False,VALID,200.0,250000.0,750.0,10.0,0.0,160000.0,40000.0,10000.0,15000.0,0.0,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 11.517056726690381, 'CPS_Triton': 6.527274991544188, 'OSS_Ceto': 9.298995577019788}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,QPSO_seed_1030,QPSO,1030,3,18,2500,2500,13.7187,3.411953101108983,3.411953101108983,0.0,True,VALID,182.68,176662.45,751.31,0.0,0.0075,114830.59,26499.37,8833.12,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.231967713230354, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.626521075096193}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1001,DE,1001,3,18,2500,2500,1.5083,4.393524285860423,4.393524285860423,0.0,True,VALID,253.69,256128.81,787.48,0.0,0.0443,166483.73,38419.32,12806.44,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 20.318773936183884, 'CPS_Triton': 18.0, 'OSS_Ceto': 13.72499462217664}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1002,DE,1002,3,18,2500,2500,0.7804,33433.66551561458,3.4680177028001706,33430.2,True,VALID,172.38,187598.39,639.06,16.33,0.1595,121938.95,28139.76,9379.92,24491.98,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 12.105235651316551, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1003,DE,1003,3,18,2500,2500,1.0508,6.687267936502361,6.687267936502361,0.0,True,VALID,418.28,449495.39,760.46,0.0,0.4263,292172.0,67424.31,22474.77,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1004,DE,1004,3,18,2500,2500,4.1569,3.755473638630188,3.755473638630188,0.0,True,VALID,195.37,189181.46,804.91,0.0,0.2133,122967.95,28377.22,9459.07,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1005,DE,1005,3,18,2500,2500,1.5083,3.9155572773631255,3.9155572773631255,0.0,True,VALID,215.88,218174.86,765.94,0.0,0.0693,141813.66,32726.23,10908.74,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 20.556197020847144, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1006,DE,1006,3,18,2500,2500,4.2583,3.7216405258684464,3.7216405258684464,0.0,True,VALID,193.46,186941.38,797.82,0.0,0.2191,121511.9,28041.21,9347.07,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.943170790235882}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1007,DE,1007,3,18,2500,2500,2.7651,3.488110894287529,3.488110894287529,0.0,True,VALID,186.16,179252.64,765.06,0.0,0.0411,116514.22,26887.9,8962.63,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.43238547644506, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1008,DE,1008,3,18,2500,2500,1.042,20003.455901084468,3.4559010844673823,20000.0,True,VALID,195.58,197765.72,585.52,0.0,0.2399,128547.72,29664.86,9888.29,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 6.0, 'OSS_Ceto': 13.34281543158002}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
EXP-P4-08,DE_seed_1009,DE,1009,3,18,2500,2500,0.653,20003.45180864917,3.4518086491706037,20000.0,True,VALID,186.66,186418.25,662.01,0.0,0.2199,121171.86,27962.74,9320.91,0.0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 12.495927335738104, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}",REAL_TELEMETRY_CALIBRATED,2026-09-14T16:19:59.870203+00:00,20309b214b9540a7363b7365e442a222cd9c49a1
