algorithm,seed,run_id,runtime_seconds,objective_evaluations,iterations,best_fitness,physical_objective,penalty,is_feasible,first_feasible_eval,first_feasible_iter,feasible_evaluations_count,candidate_feasibility_rate,constraint_violation_total,hard_violations,repair_count,repair_rate,unique_solutions,pareto_archive_size,pareto_hypervolume,assigned_demands,fuel_decisions,speed_decisions
A2_QPSO_Decoder,1001,A2_QPSO_Decoder_seed_1001,5.4804,2500,49,3.3719,3.3719,0.0,True,2,0,2451,98.04,0.0,NONE,545,21.8,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.13781619105454, 'CPS_Triton': 15.640982891746072, 'OSS_Ceto': 11.706848064591181}"
A2_QPSO_Decoder,1002,A2_QPSO_Decoder_seed_1002,5.7325,2500,49,3.3809,3.3809,0.0,True,1,0,2457,98.28,0.0,NONE,394,15.76,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.137111357115934, 'CPS_Triton': 17.962524915421735, 'OSS_Ceto': 11.951561894140136}"
A2_QPSO_Decoder,1003,A2_QPSO_Decoder_seed_1003,5.3841,2500,49,3.3719,3.3719,0.0,True,1,0,2316,92.64,0.0,NONE,765,30.6,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.155622701661038, 'CPS_Triton': 15.632012700792698, 'OSS_Ceto': 11.941185691091462}"
A2_QPSO_Decoder,1004,A2_QPSO_Decoder_seed_1004,4.9815,2500,49,3.3721,3.3721,0.0,True,1,0,2444,97.76,0.0,NONE,555,22.2,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.149568352053603, 'CPS_Triton': 15.660767422205513, 'OSS_Ceto': 11.643907686465504}"
A2_QPSO_Decoder,1005,A2_QPSO_Decoder_seed_1005,4.8568,2500,49,3.4068,3.4068,0.0,True,1,0,2433,97.32,0.0,NONE,522,20.88,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.223520869118033, 'CPS_Triton': 17.99975724306818, 'OSS_Ceto': 11.627170855677893}"
A2_QPSO_Decoder,1006,A2_QPSO_Decoder_seed_1006,4.9068,2500,49,3.4069,3.4069,0.0,True,1,0,2439,97.56,0.0,NONE,580,23.2,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.225319099766708, 'CPS_Triton': 17.99996444857408, 'OSS_Ceto': 11.628964103023437}"
A2_QPSO_Decoder,1007,A2_QPSO_Decoder_seed_1007,4.8793,2500,49,3.3863,3.3863,0.0,True,1,0,2403,96.12,0.0,NONE,758,30.32,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.1405207245631, 'CPS_Triton': 15.605009594099252, 'OSS_Ceto': 11.9619999383474}"
A2_QPSO_Decoder,1008,A2_QPSO_Decoder_seed_1008,4.7793,2500,49,3.4206,3.4206,0.0,True,1,0,2326,93.04,0.0,NONE,935,37.4,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.142505927580437, 'CPS_Triton': 17.996345371876917, 'OSS_Ceto': 15.0}"
A2_QPSO_Decoder,1009,A2_QPSO_Decoder_seed_1009,5.1797,2500,49,3.3843,3.3843,0.0,True,1,0,2473,98.92,0.0,NONE,482,19.28,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.135962817679054, 'CPS_Triton': 17.987436234149502, 'OSS_Ceto': 11.965421943221882}"
A2_QPSO_Decoder,1010,A2_QPSO_Decoder_seed_1010,4.9851,2500,49,3.3744,3.3744,0.0,True,1,0,2453,98.12,0.0,NONE,485,19.4,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.18776168692079, 'CPS_Triton': 15.633816491459074, 'OSS_Ceto': 11.952293589683645}"
