seed,optimizer,best_loss,best_physical_objective,penalty,penalty_fraction,total_evaluations,runtime_seconds,speed_knots,cargo_tonnes,fuel_type,operating_mode,use_shore_power,total_fuel_tonnes,total_opex_usd,total_wtw_ghg_tonnes,voyage_duration_hours,schedule_delay_hours,uncertainty_risk_tonnes,cii_rating,fueleu_compliant,domain_status,is_feasible,convergence_history
840,DE,3.2758265725038958,3.2758,0.0,0.0,2500,293.554,18.59,1000.0,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4059105725084238, 3.315140898147966, 3.315140898147966, 3.315140898147966, 3.2943618073283227, 3.2943618073283227, 3.2943618073283227, 3.293087194374232, 3.290725582971604, 3.290725582971604, 3.290725582971604, 3.2809589621438664, 3.2773347448921286, 3.2772831861460663, 3.2772831861460663, 3.277046174179659, 3.2760870990167956, 3.2760870990167956, 3.2758826436621304, 3.2758826436621304, 3.2758826436621304, 3.2758826436621304, 3.2758826436621304, 3.275828828507752, 3.275828828507752, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.2758272000104305, 3.27582701442254, 3.27582701442254, 3.27582701442254, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.2758266718244755, 3.275826655981405, 3.2758265725038953, 3.2758265725038953]"
877,DE,3.275826678069288,3.2758,0.0,0.0,2500,293.65,18.59,999.7,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.396022495049433, 3.30007089101304, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.277984150981862, 3.276278259337763, 3.2761193999230542, 3.2761193999230542, 3.2761193999230542, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275951865344615, 3.275908589656126, 3.275857373023169, 3.275857373023169, 3.275857373023169, 3.2758439115802642, 3.2758439115802642, 3.275830580591061, 3.275830580591061, 3.275830580591061, 3.2758290404002466, 3.2758288200393912, 3.275828144244001, 3.275828144244001, 3.2758272230451886, 3.275827043087745, 3.275827043087745, 3.275827043087745, 3.275827043087745, 3.275827043087745, 3.2758270367282227, 3.2758270367282227, 3.2758269117601126, 3.2758266780692877]"
914,DE,3.275826568722459,3.2758,0.0,0.0,2500,293.259,18.59,62.7,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.348667587940594, 3.348667587940594, 3.348667587940594, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2792163630330986, 3.2771734623531783, 3.2771734623531783, 3.2771734623531783, 3.2763245760120148, 3.2763245760120148, 3.2763245760120148, 3.2763245760120148, 3.276022903019246, 3.276022903019246, 3.276022903019246, 3.276022903019246, 3.276022903019246, 3.275910846398915, 3.275910846398915, 3.2758468140793457, 3.2758468140793457, 3.2758468140793457, 3.2758468140793457, 3.2758439434947766, 3.2758439434947766, 3.2758439434947766, 3.275832461790812, 3.275832461790812, 3.275832461790812, 3.2758275565626005, 3.2758275565626005, 3.2758275565626005, 3.2758275565626005, 3.2758275565626005, 3.2758271917263855, 3.275826568722459, 3.275826568722459, 3.275826568722459, 3.275826568722459, 3.275826568722459, 3.275826568722459]"
951,DE,3.2758265677834197,3.2758,0.0,0.0,2500,292.831,18.59,1000.0,bio_methanol,maneuvering,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.3309912547477873, 3.323291463500548, 3.323291463500548, 3.323291463500548, 3.323291463500548, 3.323291463500548, 3.323291463500548, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.276141697433524, 3.2761307226902847, 3.275973445193422, 3.2758881202234336, 3.2758881202234336, 3.2758881202234336, 3.2758305305475974, 3.2758305305475974, 3.2758305305475974, 3.2758305305475974, 3.2758305305475974, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.2758282240258354, 3.275826861425332, 3.275826861425332, 3.275826667899375, 3.275826667899375, 3.275826578402565, 3.275826578402565, 3.275826578402565, 3.275826578402565, 3.275826578402565, 3.2758265677834193]"
988,DE,3.275826742503384,3.2758,0.0,0.0,2500,293.487,18.59,126.7,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4991014997610645, 3.306188288708611, 3.292967265388961, 3.292967265388961, 3.292967265388961, 3.292967265388961, 3.292967265388961, 3.281591283914399, 3.278336640519978, 3.278336640519978, 3.278336640519978, 3.278336640519978, 3.278336640519978, 3.278336640519978, 3.277750326476284, 3.277750326476284, 3.2766015759698393, 3.2766015759698393, 3.2766015759698393, 3.276164582204046, 3.276164582204046, 3.276164582204046, 3.276164582204046, 3.276164582204046, 3.276164582204046, 3.276164582204046, 3.276164582204046, 3.2760160294131313, 3.2759322219447733, 3.2759165399749253, 3.2758612258843156, 3.2758400942741353, 3.2758321217883695, 3.2758321217883695, 3.2758321217883695, 3.2758321217883695, 3.2758321217883695, 3.2758321217883695, 3.2758321217883695, 3.2758321217883695, 3.275830252492597, 3.275830252492597, 3.275829156173489, 3.2758268381584323, 3.2758268381584323, 3.275826742503384, 3.275826742503384, 3.275826742503384, 3.275826742503384, 3.275826742503384]"
1025,DE,3.2758265725720803,3.2758,0.0,0.0,2500,300.706,18.59,473.6,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4463145049424204, 3.307745519673227, 3.2873719705275026, 3.2873719705275026, 3.278179508220686, 3.278179508220686, 3.278179508220686, 3.278179508220686, 3.278179508220686, 3.276985653979243, 3.276985653979243, 3.276347012703679, 3.276347012703679, 3.276347012703679, 3.276347012703679, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758411767480182, 3.2758307231436468, 3.2758307231436468, 3.2758307231436468, 3.2758271931383565, 3.2758271931383565, 3.2758271931383565, 3.2758271931383565, 3.2758271931383565, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.275826647552496, 3.2758265725720803, 3.2758265725720803, 3.2758265725720803, 3.2758265725720803, 3.2758265725720803, 3.2758265725720803]"
1062,DE,3.2758265722237434,3.2758,0.0,0.0,2500,301.945,18.59,0.0,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.9524081161946647, 3.43155152840579, 3.43155152840579, 3.43155152840579, 3.3663637539143374, 3.3012751359331904, 3.3012751359331904, 3.3012751359331904, 3.3012751359331904, 3.3012751359331904, 3.2771728664183866, 3.2771728664183866, 3.2771728664183866, 3.2771728664183866, 3.276605875745213, 3.276605875745213, 3.276605875745213, 3.276605875745213, 3.276605875745213, 3.276120973061045, 3.276120973061045, 3.276120973061045, 3.2759899829118404, 3.2759899829118404, 3.2759899829118404, 3.2759206920422304, 3.275905395178832, 3.2758828878737694, 3.2758828878737694, 3.2758379472568224, 3.2758379472568224, 3.2758379472568224, 3.2758307617734266, 3.2758307617734266, 3.2758307617734266, 3.2758307617734266, 3.2758307617734266, 3.2758307617734266, 3.2758278806522996, 3.2758278806522996, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434, 3.2758265722237434]"
1099,DE,3.275826572569813,3.2758,0.0,0.0,2500,301.641,18.59,0.0,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.3800715457865396, 3.3800715457865396, 3.3800715457865396, 3.341593756806833, 3.314110559747734, 3.30489208447968, 3.277364903218078, 3.277364903218078, 3.277364903218078, 3.277364903218078, 3.277364903218078, 3.277364903218078, 3.277364903218078, 3.2770054448950554, 3.276533856377307, 3.276533856377307, 3.276533856377307, 3.2761043139565618, 3.2761043139565618, 3.2758933960960244, 3.2758933960960244, 3.2758933960960244, 3.2758933960960244, 3.275842507364832, 3.275842507364832, 3.275842507364832, 3.275842507364832, 3.275842507364832, 3.275842507364832, 3.2758278902018816, 3.2758278902018816, 3.2758278902018816, 3.2758271811541144, 3.2758271811541144, 3.2758271811541144, 3.2758271811541144, 3.2758271811541144, 3.2758271811541144, 3.2758271811541144, 3.2758267009683175, 3.2758267009683175, 3.2758267009683175, 3.2758265725698132, 3.2758265725698132, 3.2758265725698132, 3.2758265725698132, 3.2758265725698132, 3.2758265725698132, 3.2758265725698132, 3.2758265725698132]"
1136,DE,3.275826579784309,3.2758,0.0,0.0,2500,245.892,18.59,471.1,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4248287639280517, 3.388388954663668, 3.3289612691799495, 3.2856477217993296, 3.283436066006873, 3.283436066006873, 3.283436066006873, 3.2782824230553174, 3.276814609493949, 3.275972753452783, 3.275972753452783, 3.275972753452783, 3.275972753452783, 3.275972753452783, 3.275972753452783, 3.275972753452783, 3.275861516532736, 3.275861516532736, 3.275861516532736, 3.275861516532736, 3.275861516532736, 3.275845508036149, 3.275845508036149, 3.275845508036149, 3.275845164581843, 3.275845164581843, 3.275845164581843, 3.275845164581843, 3.275829889931483, 3.275829889931483, 3.275829889931483, 3.2758291753489606, 3.2758291753489606, 3.275827322181682, 3.275827322181682, 3.275827322181682, 3.2758268626034486, 3.2758268626034486, 3.2758267255410205, 3.2758267255410205, 3.2758266414607724, 3.2758266414607724, 3.2758266414607724, 3.2758266414607724, 3.2758266414607724, 3.2758266414607724, 3.2758266414607724, 3.275826641033686, 3.275826641033686, 3.275826579784309]"
1173,DE,3.275826577235421,3.2758,0.0,0.0,2500,192.442,18.59,1000.0,bio_methanol,maneuvering,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.406179976417196, 3.406179976417196, 3.3794021877350247, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2761143903021646, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.2759683409690927, 3.275872296987499, 3.27585349755011, 3.27585349755011, 3.27585349755011, 3.2758402749222215, 3.2758402749222215, 3.2758388868023203, 3.2758359779587094, 3.2758359779587094, 3.275834059488037, 3.275829854512615, 3.275828871015741, 3.275827011324741, 3.275827011324741, 3.275827011324741, 3.275827011324741, 3.275827011324741, 3.275827011324741, 3.275826690979352, 3.275826577235421, 3.275826577235421, 3.275826577235421]"
100,GA,3.275836182710528,3.2758,0.0,0.0,2500,148.266,18.59,883.1,bio_methanol,maneuvering,False,195.95,210402.94,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[4.114571633347294, 3.8359786119451083, 3.8355220681620708, 3.2909967773402475, 3.2909967773402475, 3.277940869125242, 3.277940869125242, 3.2759289863478536, 3.2759289863478536, 3.27585208602077, 3.27585208602077, 3.27585208602077, 3.2758500699656388, 3.2758393173474922, 3.2758381092113003, 3.2758377476765093, 3.2758374058909303, 3.2758374058909303, 3.2758374058909303, 3.2758374041144074, 3.275836210479213, 3.275836210479213, 3.275836195352388, 3.275836195352388, 3.2758361946583574, 3.275836193688343, 3.2758361928170805, 3.2758361834634044, 3.2758361834634044, 3.2758361834634044, 3.2758361828067093, 3.2758361828067093, 3.2758361828029727, 3.2758361828029727, 3.275836182798112, 3.275836182798112, 3.2758361827261075, 3.2758361827261075, 3.2758361827261075, 3.2758361827261075, 3.2758361827261075, 3.2758361827251115, 3.2758361827230087, 3.2758361827230087, 3.275836182711163, 3.275836182711163, 3.275836182711163, 3.2758361827105276, 3.2758361827105276, 3.2758361827105276, 3.2758361827105276]"
137,GA,3.2759439370895227,3.2759,0.0,0.0,2500,163.212,18.59,781.7,bio_methanol,transit,False,195.96,210409.86,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4303502414681364, 3.3592139240857715, 3.3592139240857715, 3.3592139240857715, 3.332516433274033, 3.332516433274033, 3.3321173918012352, 3.3134877050548686, 3.3134877050548686, 3.2765900812766544, 3.2765900812766544, 3.2765900812766544, 3.2765900812766544, 3.2765900812766544, 3.276515295666326, 3.276515295666326, 3.2761508626518423, 3.276056192858209, 3.276056192858209, 3.276023104211626, 3.27600950969766, 3.27600950969766, 3.2760072650557186, 3.2760072337619404, 3.2759984079688547, 3.2759984079688547, 3.275998397341023, 3.275998397341023, 3.275998397341023, 3.275998311082438, 3.275998242600768, 3.2759981167679535, 3.275954222011908, 3.275954222011908, 3.275954036206691, 3.2759540280531407, 3.2759540280531407, 3.2759512701675075, 3.2759440979821677, 3.2759440979821677, 3.2759440979821677, 3.275944081153739, 3.275944081153739, 3.275944081153739, 3.2759439553207534, 3.2759439553207534, 3.2759439529799135, 3.2759439529799135, 3.275943942496383, 3.2759439370895227, 3.2759439370895227]"
174,GA,3.277245612456146,3.2772,0.0,0.0,2500,193.382,18.58,951.0,bio_methanol,maneuvering,False,196.04,210493.46,330.74,26.31,0.0,27.24,NOT_EVALUABLE,True,VALID,True,"[3.925830079955851, 3.8270534920933605, 3.8270534920933605, 3.3090915790031783, 3.3090915790031783, 3.3090915790031783, 3.3090915790031783, 3.3090915790031783, 3.3090915790031783, 3.3038883369436554, 3.2952583677540668, 3.2952583677540668, 3.286086336476381, 3.285976063803844, 3.279280545833485, 3.279280545833485, 3.2792717820988386, 3.279019076053996, 3.2774670675868607, 3.2774670675868607, 3.2774670675868607, 3.2773476854847208, 3.2773381072541214, 3.277337569841624, 3.2772799180365375, 3.2772799180365375, 3.2772799180365375, 3.2772799180365375, 3.2772791671175927, 3.277277821342958, 3.2772776265728925, 3.277277626140287, 3.277276538401434, 3.277276538401434, 3.2772531057446614, 3.2772527690640794, 3.2772527690640794, 3.2772527690640794, 3.277252375967486, 3.2772520337094755, 3.2772519149561545, 3.2772491477170185, 3.277249112554921, 3.2772457128505446, 3.2772457128505446, 3.2772457128505446, 3.2772457128505446, 3.2772457128505446, 3.2772457128505446, 3.2772457128505446, 3.277245612456146]"
211,GA,3.2759554793823016,3.276,0.0,0.0,2500,220.62,18.59,766.2,bio_methanol,maneuvering,False,195.96,210410.6,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4099401983165145, 3.307106546268019, 3.307106546268019, 3.3015697219289675, 3.2852215553362756, 3.2852215553362756, 3.2852215553362756, 3.2841844458881044, 3.2841844458881044, 3.2805982751091713, 3.2805982751091713, 3.2805982751091713, 3.2780150824537166, 3.2780150824537166, 3.2780150824537166, 3.2769614118944954, 3.276902548529754, 3.2768746630927286, 3.27680915624953, 3.27680915624953, 3.27680915624953, 3.276802490179557, 3.276802490179557, 3.276802490179557, 3.2767993431788147, 3.2767993431788147, 3.2767993431788147, 3.276798619046013, 3.276798619046013, 3.276798619046013, 3.2767986190256666, 3.2767986190256666, 3.2767985959600945, 3.2767985959600945, 3.2767985959600945, 3.2767985959600945, 3.276798594903309, 3.276798594721745, 3.276232723161921, 3.27620345770273, 3.27620345770273, 3.27620345770273, 3.2762005011486255, 3.2762005011486255, 3.2762005011486255, 3.276186042523084, 3.276186042523084, 3.275959882984604, 3.275959882984604, 3.275959882984604, 3.2759554793823016]"
248,GA,3.276189885996027,3.2762,0.0,0.0,2500,222.908,18.59,463.9,bio_methanol,maneuvering,False,195.97,210425.66,330.64,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.478488923366948, 3.3105656930357887, 3.2928686188204646, 3.2891785033683147, 3.2865963447879505, 3.2827963416980426, 3.2827963416980426, 3.2825035375658014, 3.281971149856227, 3.281971149856227, 3.2815467000090774, 3.2815467000090774, 3.2815467000090774, 3.2815467000090774, 3.2784006266569046, 3.2784006266569046, 3.2784006266569046, 3.278379134253537, 3.2782793380840793, 3.2782417672060773, 3.2782417672060773, 3.2782417672060773, 3.276751998952866, 3.276692213277547, 3.276692213277547, 3.276643028119233, 3.276589539343389, 3.276589539343389, 3.2765358396430977, 3.276495053975875, 3.276494027469377, 3.2762497427463795, 3.2762226046566236, 3.276219273594239, 3.276219273594239, 3.276219273594239, 3.276219273594239, 3.276198039501997, 3.2761916650148706, 3.2761916650148706, 3.27619056637809, 3.276190386136594, 3.276190386136594, 3.276190386136594, 3.276190055104414, 3.2761898911903993, 3.2761898911903993, 3.2761898895995, 3.2761898877687723, 3.2761898877687723, 3.276189885996027]"
285,GA,3.2758385403523658,3.2758,0.0,0.0,2500,234.05,18.59,491.0,bio_methanol,maneuvering,False,195.95,210403.09,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4442730336799783, 3.443553894808158, 3.300402998713154, 3.300402998713154, 3.277372307475454, 3.277372307475454, 3.277372307475454, 3.277372307475454, 3.277372307475454, 3.2762043534419076, 3.2762043534419076, 3.2762043534419076, 3.2762043534419076, 3.2762043534419076, 3.2761902810666643, 3.2761902810666643, 3.276163606691337, 3.276135937798609, 3.2761352768665453, 3.2761352768665453, 3.2761325071379384, 3.276131694713502, 3.276131681465135, 3.276131681465135, 3.2759410643854445, 3.2759356447472365, 3.27592999467033, 3.275851191434153, 3.275851191434153, 3.275849368910368, 3.2758460069450885, 3.2758460069450885, 3.2758450555613234, 3.2758390223384417, 3.2758389905595164, 3.2758389905595164, 3.2758386315034365, 3.2758386315034365, 3.2758386315034365, 3.2758385530302716, 3.2758385454729835, 3.2758385454729835, 3.2758385454729835, 3.275838544892506, 3.275838541731945, 3.2758385412955437, 3.2758385412955437, 3.2758385412446085, 3.275838540449744, 3.2758385403523658, 3.2758385403523658]"
322,GA,3.276250464014496,3.2763,0.0,0.0,2500,250.22,18.59,921.6,bio_methanol,maneuvering,False,195.98,210429.55,330.64,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.333378243662939, 3.333378243662939, 3.333378243662939, 3.3163382436629387, 3.3068399460706077, 3.3068399460706077, 3.286184515153672, 3.286184515153672, 3.2834622574525967, 3.2834227000651484, 3.2830846602286616, 3.2826883178813775, 3.2826883178813775, 3.2826883178813775, 3.2826731551719885, 3.2826002930949945, 3.2825802661754797, 3.2825760621076436, 3.2825758979713777, 3.2822814154112003, 3.2822802179452246, 3.2822802179452246, 3.2822802179452246, 3.282279097528697, 3.282276881548492, 3.2770087526400005, 3.2770087526400005, 3.2770087526400005, 3.2770087526400005, 3.276953590787551, 3.2768576866552035, 3.2767239510983632, 3.276362675814088, 3.276362675814088, 3.2762754291677907, 3.2762754291677907, 3.2762754291677907, 3.276254074222668, 3.276254074222668, 3.276254074222668, 3.2762533934334965, 3.276253390423757, 3.2762508431507493, 3.2762508431507493, 3.2762508431507493, 3.276250826580954, 3.2762506831827767, 3.2762506831827767, 3.276250464014496, 3.276250464014496, 3.276250464014496]"
359,GA,3.275918043690354,3.2759,0.0,0.0,2500,251.553,18.59,824.4,bio_methanol,maneuvering,False,195.96,210408.2,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.364739236233699, 3.364739236233699, 3.3334687741455062, 3.3334687741455062, 3.316428774145506, 3.316428774145506, 3.316428774145506, 3.316428774145506, 3.3131060323422745, 3.3126368102422012, 3.2960660323422744, 3.2953153027095095, 3.2907138186525264, 3.290339453980523, 3.290339453980523, 3.282765962314568, 3.282765962314568, 3.281868377414177, 3.281868377414177, 3.281868377414177, 3.2817057152396405, 3.27932246708885, 3.279060427313765, 3.279060427313765, 3.2789075383096127, 3.2788451826367226, 3.2788306443083544, 3.278830580793029, 3.278828182365631, 3.278828182365631, 3.278828182365631, 3.278828182365631, 3.2788268844096096, 3.278826140080273, 3.278825616946966, 3.2762091148685553, 3.2761105059499744, 3.2759963499963733, 3.2759963499963733, 3.275957955356249, 3.275957955356249, 3.275957955356249, 3.2759270036299797, 3.2759270036299797, 3.275925740487437, 3.275925740487437, 3.27592475606273, 3.2759198016341498, 3.2759181772501513, 3.275918043852016, 3.275918043690354]"
396,GA,3.276278784954492,3.2763,0.0,0.0,2500,255.703,18.59,354.8,bio_methanol,transit,False,195.98,210431.37,330.64,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.330750639583462, 3.330750639583462, 3.330750639583462, 3.313710639583462, 3.3118783076115346, 3.296376104115777, 3.281636969870925, 3.281636969870925, 3.281636969870925, 3.2786371380594983, 3.278435007855947, 3.278435007855947, 3.278435007855947, 3.278388049216813, 3.278388049216813, 3.278377432714151, 3.2783761536604934, 3.278368665503278, 3.2783662473610393, 3.2783662473610393, 3.2783662473610393, 3.2783654751043088, 3.2780971008058852, 3.278085118686573, 3.278085118686573, 3.2764961483380572, 3.2763586376844804, 3.2763586376844804, 3.2763586376844804, 3.2763586376844804, 3.2763586302724446, 3.276357236511605, 3.2763066069039755, 3.2763066059217865, 3.2763060653361267, 3.2763049522627377, 3.2763049522627377, 3.2763049522627377, 3.276303769283595, 3.276303740356919, 3.276303740356919, 3.276303730603765, 3.276303729554581, 3.2763036107966386, 3.276303608949271, 3.276303608949271, 3.2763036070791753, 3.2763036070791753, 3.2762787849544917, 3.2762787849544917, 3.2762787849544917]"
433,GA,3.2758947627781687,3.2759,0.0,0.0,2500,269.344,18.59,888.8,bio_methanol,maneuvering,False,195.96,210406.7,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.5011746235335415, 3.497503139961077, 3.497503139961077, 3.325276835178908, 3.293062703609783, 3.293062703609783, 3.2930090864649193, 3.279882377083936, 3.2780721699404483, 3.2780721699404483, 3.2760631732069685, 3.2760602094855553, 3.276022703609783, 3.2759688206563657, 3.2759688206563657, 3.2759585460703096, 3.2759584295958133, 3.275958346528145, 3.275958346528145, 3.275958278864991, 3.27595625603927, 3.27595625603927, 3.27595625603927, 3.275956168370136, 3.275956168370136, 3.2759560713006426, 3.2759560713006426, 3.2759560652899813, 3.2759560652899813, 3.2759560648106643, 3.2759560648106643, 3.2759560648106643, 3.275956064676117, 3.27595606455052, 3.27595606455052, 3.27595606455052, 3.2759560645240553, 3.2759560645240553, 3.2759560645233075, 3.2759560645233075, 3.2759560645231187, 3.275956064522428, 3.275956064522428, 3.275956064522428, 3.275956064522428, 3.275956064522428, 3.275956064522428, 3.275956064522428, 3.2758947627781687, 3.2758947627781687, 3.2758947627781687]"
470,GA,3.2758431681364533,3.2758,0.0,0.0,2500,278.365,18.59,673.9,bio_methanol,maneuvering,False,195.95,210403.39,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.871989019623343, 3.377509044966346, 3.377509044966346, 3.3555950864417334, 3.3555950864417334, 3.330236958260306, 3.328374156565591, 3.3235205294964336, 3.3168739488971424, 3.3158357095069726, 3.3085949102525456, 3.3085949102525456, 3.292306836518624, 3.278480892374038, 3.278480892374038, 3.2775751375811, 3.2775751375811, 3.2775751375811, 3.2775617340634944, 3.277552297282198, 3.2770956199808046, 3.2770956199808046, 3.2770748932468234, 3.2770748932468234, 3.2770748932468234, 3.2766703188951456, 3.2766703188951456, 3.276597408385272, 3.276597408385272, 3.276597408385272, 3.276596536033312, 3.276594325542896, 3.276594325542896, 3.276594325542896, 3.2765940914965763, 3.276593981439028, 3.276593981439028, 3.2765939759558145, 3.2765939759558145, 3.2765939757542135, 3.276593970960303, 3.2765939708036003, 3.2765939570279943, 3.276593956366032, 3.2765939561175608, 3.2758824995070723, 3.2758824995070723, 3.2758824995070723, 3.2758550823331007, 3.2758550823331007, 3.2758431681364533]"
507,GA,3.2758268662208345,3.2758,0.0,0.0,2500,279.746,18.59,561.7,bio_methanol,maneuvering,False,195.95,210402.34,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.3118177219610523, 3.302333297749292, 3.302333297749292, 3.3022272797363104, 3.3022272797363104, 3.285293297749292, 3.2832373875100016, 3.2832373875100016, 3.2832373875100016, 3.2767309927788717, 3.2767309927788717, 3.2767309927788717, 3.2767309927788717, 3.2758371189141218, 3.2758371189141218, 3.2758371189141218, 3.275830957144848, 3.275830957144848, 3.2758296806604927, 3.2758292905829443, 3.2758277170073846, 3.2758277170073846, 3.2758268737225524, 3.2758268737225524, 3.2758268737225524, 3.2758268737225524, 3.2758268737225524, 3.275826873012766, 3.275826873012766, 3.2758268724308612, 3.2758268669247728, 3.2758268669247728, 3.2758268669247728, 3.275826866699316, 3.275826866658911, 3.275826866658911, 3.275826866328911, 3.27582686624629, 3.27582686624629, 3.2758268662249246, 3.275826866221325, 3.275826866221325, 3.275826866221202, 3.2758268662208345, 3.2758268662208345, 3.2758268662208345, 3.2758268662208345, 3.2758268662208345, 3.2758268662208345, 3.2758268662208345, 3.2758268662208345]"
544,GA,3.275861888703941,3.2759,0.0,0.0,2500,283.09,18.59,550.5,bio_methanol,transit,False,195.95,210404.59,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.3610825128153694, 3.2762024096653755, 3.2762024096653755, 3.2762024096653755, 3.2762024096653755, 3.2762024096653755, 3.2762024096653755, 3.2762024096653755, 3.2762024096653755, 3.275871402660104, 3.275866822266401, 3.275866822266401, 3.275866822266401, 3.275866822266401, 3.2758633007966016, 3.2758633007966016, 3.275863158001331, 3.275862768880167, 3.275862768880167, 3.2758620856080456, 3.2758620856080456, 3.2758620095816533, 3.2758620095816533, 3.2758619387530628, 3.2758619068423083, 3.2758618935443073, 3.2758618935443073, 3.2758618935443073, 3.2758618935443073, 3.275861893015357, 3.2758618894008613, 3.2758618894008613, 3.2758618893026448, 3.2758618887452466, 3.2758618887452466, 3.2758618887452466, 3.2758618887452466, 3.275861888723613, 3.275861888723613, 3.275861888723613, 3.275861888719261, 3.2758618887107462, 3.2758618887107462, 3.2758618887107462, 3.2758618887039415, 3.2758618887039415, 3.2758618887039415, 3.2758618887039415, 3.2758618887039415, 3.2758618887039415, 3.2758618887039415]"
