seed,optimizer,best_loss,best_physical_objective,penalty,penalty_fraction,total_evaluations,runtime_seconds,speed_knots,cargo_tonnes,fuel_type,operating_mode,use_shore_power,total_fuel_tonnes,total_opex_usd,total_wtw_ghg_tonnes,voyage_duration_hours,schedule_delay_hours,uncertainty_risk_tonnes,cii_rating,fueleu_compliant,domain_status,is_feasible,convergence_history
581,GA,3.275831284249039,3.2758,0.0,0.0,2500,296.461,18.59,870.5,bio_methanol,maneuvering,False,195.95,210402.62,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[4.020185877414368, 3.3268102365700147, 3.3268102365700147, 3.316401515432967, 3.31196690313749, 3.31196690313749, 3.31196690313749, 3.3079073511170995, 3.3079073511170995, 3.3079073511170995, 3.3079073511170995, 3.3076635021065197, 3.3076635021065197, 3.3076635021065197, 3.3076635021065197, 3.3046830775253593, 3.304677931781063, 3.2980993893831334, 3.2980413951460785, 3.277011357589208, 3.276740150323328, 3.276740150323328, 3.276480578944871, 3.2759850250612157, 3.2759850250612157, 3.2759753925827937, 3.2758521992836656, 3.2758521992836656, 3.2758521992836656, 3.275838691573836, 3.275838691573836, 3.2758358671891052, 3.275833754162006, 3.275833754162006, 3.2758314849324757, 3.2758314849324757, 3.2758314849324757, 3.2758314849324757, 3.2758314849324757, 3.2758314849324757, 3.275831408802331, 3.275831402034774, 3.2758313695662653, 3.2758312888997003, 3.275831286720027, 3.2758312860956567, 3.2758312860956567, 3.275831284249039, 3.275831284249039, 3.275831284249039, 3.275831284249039]"
618,GA,3.275835267519528,3.2758,0.0,0.0,2500,298.685,18.59,996.9,bio_methanol,transit,False,195.95,210402.88,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.343388645692751, 3.33731164975091, 3.33731164975091, 3.300121444938369, 3.297935080853521, 3.2972186767204925, 3.284081722824917, 3.2806135281996665, 3.2806135281996665, 3.2806135281996665, 3.2806135281996665, 3.2801663805459182, 3.2772341753345633, 3.2762883013591875, 3.2762883013591875, 3.2762883013591875, 3.2761057936806, 3.27601062170403, 3.27601062170403, 3.2759826163983283, 3.2759820603974967, 3.2759820603974967, 3.275981947722264, 3.275980188541861, 3.275980188541861, 3.275980188541861, 3.275980188541861, 3.275852013500136, 3.275850238459826, 3.2758486803491516, 3.2758417721092212, 3.2758403700183303, 3.2758383754917926, 3.2758383754917926, 3.2758383754917926, 3.2758359124978553, 3.2758359124978553, 3.2758359124978553, 3.2758357365829536, 3.2758357365829536, 3.2758357364415716, 3.2758355543346136, 3.275835553708718, 3.2758353059375582, 3.2758353059375582, 3.2758353059375582, 3.2758352817507554, 3.2758352716802186, 3.2758352716802186, 3.2758352675195277, 3.2758352675195277]"
655,GA,3.2758626432723554,3.2759,0.0,0.0,2500,296.465,18.59,1000.0,bio_methanol,maneuvering,False,195.95,210404.64,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.2954380530944976, 3.2954380530944976, 3.2954380530944976, 3.2954380530944976, 3.2883443183268852, 3.2883443183268852, 3.2881092378014323, 3.2845008758118253, 3.2845008758118253, 3.284337539707495, 3.2766490122494076, 3.2766490122494076, 3.2766490122494076, 3.276068466328018, 3.276068466328018, 3.275872634129377, 3.275872634129377, 3.275872634129377, 3.2758710996399847, 3.2758710996399847, 3.2758710996399847, 3.2758710996399847, 3.2758654502995923, 3.27586365674221, 3.27586365674221, 3.275863488932937, 3.2758629361757694, 3.2758627893254726, 3.2758627893254726, 3.2758627893254726, 3.275862658244546, 3.275862658244546, 3.275862658244546, 3.2758626554504167, 3.2758626486408273, 3.2758626471572088, 3.2758626457502533, 3.2758626457502533, 3.275862643398796, 3.275862643398796, 3.2758626433931335, 3.2758626432799796, 3.2758626432799796, 3.2758626432799796, 3.2758626432799796, 3.2758626432799796, 3.2758626432799796, 3.275862643277016, 3.275862643277016, 3.2758626432723554, 3.2758626432723554]"
692,GA,3.275826703268052,3.2758,0.0,0.0,2500,294.215,18.59,836.6,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.2809682779403286, 3.2809682779403286, 3.2809682779403286, 3.280561795117874, 3.2769746099879984, 3.2768937662403212, 3.2768937662403212, 3.2762662913977767, 3.2761497316872306, 3.2760919846742063, 3.2760919846742063, 3.2760919846742063, 3.2760915322823703, 3.276087139040545, 3.2760871345703153, 3.2760871345703153, 3.2760642953114143, 3.275830355529348, 3.275830355529348, 3.2758268678063107, 3.2758268678063107, 3.2758268678063107, 3.2758268678063107, 3.2758268678063107, 3.2758268678063107, 3.2758268678063107, 3.2758268678063107, 3.275826722236719, 3.275826722236719, 3.2758267191529398, 3.2758267079718077, 3.2758267034796535, 3.2758267034796535, 3.2758267034796535, 3.2758267034796535, 3.2758267034796535, 3.2758267034796535, 3.2758267034796535, 3.275826703436926, 3.2758267032709756, 3.2758267032709756, 3.27582670326833, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517, 3.2758267032680517]"
729,GA,3.293116105894509,3.2931,0.0,0.0,2500,293.316,18.59,1000.0,bio_methanol,maneuvering,True,195.97,213258.35,330.62,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.8284131608459653, 3.8284131608459653, 3.4000147103121434, 3.4000147103121434, 3.328665426614524, 3.328665426614524, 3.3077657325035235, 3.3077657325035235, 3.3051986922264773, 3.3051986922264773, 3.3051986922264773, 3.3051986922264773, 3.305061184373757, 3.305061184373757, 3.3050600241330446, 3.30492920050069, 3.300255198195264, 3.300255198195264, 3.300255198195264, 3.2999366714166154, 3.2999366714166154, 3.2998825924591575, 3.2998130771143788, 3.2963017558557963, 3.2963017558557963, 3.296185002608791, 3.296185002608791, 3.29617409136931, 3.2958068631901076, 3.2958068631901076, 3.295201382574175, 3.295201382574175, 3.295201382574175, 3.2951756708540927, 3.2951112327015233, 3.2941531025356903, 3.2941531025356903, 3.2941531025356903, 3.294136008365084, 3.294136008365084, 3.2940060683907304, 3.2940060683907304, 3.2940060683907304, 3.2940056429844087, 3.294001180294513, 3.294001180294513, 3.293996817233546, 3.293996817233546, 3.2939966188369922, 3.293129346053087, 3.293116105894509]"
766,GA,3.2760536584984394,3.2761,0.0,0.0,2500,293.456,18.59,595.7,bio_methanol,maneuvering,False,195.96,210416.91,330.62,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.8470117720331625, 3.8227260204376985, 3.4900165889171846, 3.3157098129497107, 3.298669812949711, 3.295435396174903, 3.2843720829826073, 3.2843720829826073, 3.2833178784036523, 3.27840539402415, 3.278088803383903, 3.277137495699462, 3.277137495699462, 3.277137495699462, 3.27713704826069, 3.27711178489147, 3.2766512653990665, 3.2766512653990665, 3.2766512653990665, 3.2766476761519647, 3.276621555410051, 3.2766170295039623, 3.276590958201842, 3.2765827136599976, 3.2765827136599976, 3.276578459680095, 3.276578459680095, 3.2765724889278833, 3.276572439937424, 3.276572439937424, 3.276571703448438, 3.276571703448438, 3.2765717034013364, 3.2765715306581646, 3.2765715306581646, 3.2765715282243817, 3.276571527944365, 3.276571525049493, 3.276571525049493, 3.276523536886732, 3.276523536886732, 3.276522699432251, 3.276522699432251, 3.2765130272157297, 3.2765130272157297, 3.276094652120307, 3.2760938460686497, 3.2760938460686497, 3.2760938405175453, 3.2760752136765428, 3.2760536584984394]"
803,GA,3.275840769106227,3.2758,0.0,0.0,2500,293.088,18.59,874.1,bio_methanol,maneuvering,False,195.95,210403.23,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.3832219542092155, 3.38255081907102, 3.367342496282725, 3.322269907228249, 3.322269907228249, 3.322269907228249, 3.2982141700576424, 3.2982141700576424, 3.2812840658691704, 3.2811741700576422, 3.2811741700576422, 3.2810993920747227, 3.2810348752099996, 3.278563963322874, 3.277169862300063, 3.277169862300063, 3.2770898179387524, 3.2768538094634807, 3.2768538094634807, 3.2768538094634807, 3.2768494986593555, 3.2768291980438184, 3.2768291980438184, 3.276768312876459, 3.2767646268530797, 3.2767646268530797, 3.2767633749912655, 3.27675526625934, 3.27675526625934, 3.27675526625934, 3.27675526625934, 3.2767547591750663, 3.2767547591750663, 3.2767547543313076, 3.2767544949624354, 3.2761520491330596, 3.2759066965045447, 3.2759056477110464, 3.2759056477110464, 3.275903114240796, 3.275889370412895, 3.2758565605377927, 3.2758565605377927, 3.2758542632461647, 3.2758542632461647, 3.2758542632461647, 3.2758541522197517, 3.2758541055586035, 3.2758537641630125, 3.2758407994775514, 3.275840769106227]"
840,GA,3.275938589135344,3.2759,0.0,0.0,2500,293.256,18.59,975.8,bio_methanol,maneuvering,False,195.96,210409.52,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4059105725084238, 3.2934869940921416, 3.2934869940921416, 3.2934869940921416, 3.2934869940921416, 3.2934869940921416, 3.293463301465148, 3.2807518811658998, 3.2807518811658998, 3.276256553986555, 3.276256553986555, 3.276181783585189, 3.276181783585189, 3.2761337398760295, 3.2761312788008863, 3.2761098101459734, 3.2761098101459734, 3.2761050298340906, 3.2761050298340906, 3.276105028460737, 3.2761048977797294, 3.2761034662015254, 3.27610337947106, 3.27610337947106, 3.27610337366591, 3.2759558982945793, 3.275941720306573, 3.275941720306573, 3.2759394685192675, 3.2759394685192675, 3.2759394685192675, 3.275938801902239, 3.2759387617510893, 3.2759387617510893, 3.2759387614789697, 3.2759386635609826, 3.275938594757938, 3.275938594757938, 3.275938594757938, 3.2759385936782905, 3.2759385906827387, 3.2759385906827387, 3.2759385905071987, 3.2759385905071987, 3.275938589216498, 3.275938589216498, 3.275938589216498, 3.2759385891930526, 3.2759385891930526, 3.275938589135344, 3.275938589135344]"
877,GA,3.2760398543546616,3.276,0.0,0.0,2500,292.885,18.59,985.9,bio_methanol,maneuvering,False,195.96,210416.02,330.62,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.396022495049433, 3.297451655187631, 3.297451655187631, 3.297451655187631, 3.297451655187631, 3.297451655187631, 3.2934833274769084, 3.290486501745264, 3.290486501745264, 3.290486501745264, 3.2898341261970647, 3.28973330104679, 3.28973330104679, 3.28973330104679, 3.2897167382782486, 3.2896731531197463, 3.2896731531197463, 3.289667972460385, 3.277566872551321, 3.277566872551321, 3.276171772385939, 3.276171772385939, 3.2761315087628295, 3.2761315087628295, 3.2761203515712722, 3.2761203515712722, 3.2761177504126255, 3.2761177504126255, 3.2761177504126255, 3.2761175783900858, 3.2761175783900858, 3.2761175668995075, 3.2761175568954406, 3.2761175568954406, 3.2761175568954406, 3.2761175550990767, 3.2761175550990767, 3.2761175549007744, 3.276117553599197, 3.2761175535628304, 3.276117553354914, 3.276117553354914, 3.2761175533547315, 3.2761175532382367, 3.2761175532382367, 3.2761175532382367, 3.276117553235955, 3.2760399940145954, 3.2760398543546616, 3.2760398543546616, 3.2760398543546616]"
914,GA,3.276232172364617,3.2762,0.0,0.0,2500,293.416,18.59,648.3,bio_methanol,transit,False,195.98,210428.37,330.64,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.348667587940594, 3.341300520161716, 3.341300520161716, 3.3076060772527045, 3.3076060772527045, 3.3076060772527045, 3.3045949649620425, 3.3045949649620425, 3.303659593706514, 3.303659593706514, 3.2956377441808655, 3.2785015532857633, 3.2781368630892747, 3.2779759307307397, 3.2779759307307397, 3.27736119379995, 3.27736119379995, 3.276984598155721, 3.2769670568781946, 3.2769670568781946, 3.2769660746062077, 3.2769660746062077, 3.2764858782850106, 3.2764858782850106, 3.276476228744228, 3.276366646317578, 3.2763608023710256, 3.2763608023710256, 3.276327342552124, 3.276327342552124, 3.276325262156303, 3.276243082558706, 3.276243082558706, 3.276243082558706, 3.2762427334716513, 3.276241648023701, 3.276241648023701, 3.2762404371140708, 3.27623389117651, 3.2762330810575517, 3.2762330810575517, 3.27623281493527, 3.27623281493527, 3.2762326442542196, 3.2762324998469317, 3.27623228060331, 3.27623228060331, 3.2762322653561884, 3.2762322653561884, 3.2762322653561884, 3.2762321723646175]"
951,GA,3.276759582979128,3.2768,0.0,0.0,2500,292.365,18.59,647.7,bio_methanol,transit,False,196.01,210462.25,330.69,26.3,0.0,27.24,NOT_EVALUABLE,True,VALID,True,"[3.3309912547477873, 3.2953197587693084, 3.2953197587693084, 3.280208639191982, 3.280208639191982, 3.2796644976208342, 3.2796644976208342, 3.279345112908104, 3.279345112908104, 3.2775231332632875, 3.2775231332632875, 3.2773531576508144, 3.2773531576508144, 3.2773448544554773, 3.2773448544554773, 3.2773246206130477, 3.276952093732498, 3.276952093732498, 3.2769434488946363, 3.2769434488946363, 3.2769369368322825, 3.2769369368322825, 3.2769369368322825, 3.276936770657648, 3.276936734891774, 3.2767787300049513, 3.2767773309866306, 3.2767773309866306, 3.276770759227756, 3.276770759227756, 3.2767638083031607, 3.2767597256431307, 3.2767597256431307, 3.2767597256431307, 3.2767597256431307, 3.2767597256431307, 3.2767597118325176, 3.2767597118325176, 3.2767596162776065, 3.2767595948123414, 3.276759592181298, 3.27675959209837, 3.27675959209837, 3.276759583572632, 3.276759583251413, 3.276759583251413, 3.276759583158181, 3.276759582979128, 3.276759582979128, 3.276759582979128, 3.276759582979128]"
988,GA,3.2759612969006,3.276,0.0,0.0,2500,292.201,18.59,337.0,bio_methanol,transit,False,195.96,210410.98,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4991014997610645, 3.404554467290707, 3.3819887265268602, 3.3679471601336823, 3.3679471601336823, 3.3511476716937856, 3.2810888176298527, 3.2810888176298527, 3.2810888176298527, 3.2810888176298527, 3.276903522212351, 3.2768909992676467, 3.2768909992676467, 3.276868802667588, 3.276868802667588, 3.276865850668515, 3.2767331946220435, 3.276511954332615, 3.276511954332615, 3.2765112866413433, 3.2765112866413433, 3.2765092555368054, 3.2765073816913333, 3.2765073816913333, 3.276058939650092, 3.276058939650092, 3.2760333259441805, 3.276031582051779, 3.2760269392692893, 3.275969811858439, 3.275969811858439, 3.275969811858439, 3.2759657606158488, 3.2759657606158488, 3.2759657452763866, 3.2759654066621042, 3.275964772628371, 3.2759616531060782, 3.2759616531060782, 3.2759614561878423, 3.2759614561878423, 3.2759613285630147, 3.2759613285630147, 3.2759613285630147, 3.2759613216263257, 3.275961299994724, 3.275961299994724, 3.275961299994724, 3.275961299994724, 3.2759612997878587, 3.2759612969005993]"
1025,GA,3.2775441689122324,3.2775,0.0,0.0,2500,298.686,18.58,693.7,bio_methanol,maneuvering,False,196.05,210512.64,330.77,26.31,0.0,27.24,NOT_EVALUABLE,True,VALID,True,"[3.4463145049424204, 3.4463145049424204, 3.4463145049424204, 3.423270251722454, 3.423270251722454, 3.2941738402271543, 3.2845453740377746, 3.2845453740377746, 3.2845453740377746, 3.2845453740377746, 3.27980886495712, 3.27980886495712, 3.2783112406146033, 3.2782864551896527, 3.2780590621429133, 3.2776627678985637, 3.277622336084673, 3.277622336084673, 3.277589935269201, 3.277589935269201, 3.277560969947187, 3.277560969947187, 3.277560969947187, 3.277546973806614, 3.277546973806614, 3.277546973806614, 3.2775444564083878, 3.2775443509677635, 3.2775443509677635, 3.2775442033069995, 3.2775442033069995, 3.2775441970804944, 3.277544182253007, 3.2775441813210056, 3.2775441695259278, 3.277544169318742, 3.277544169318742, 3.277544169318742, 3.277544169318742, 3.2775441692764176, 3.2775441692764176, 3.2775441692764176, 3.2775441689455036, 3.2775441689455036, 3.2775441689455036, 3.277544168942173, 3.277544168942173, 3.27754416893792, 3.27754416893792, 3.2775441689368896, 3.2775441689122324]"
1062,GA,3.27582685774124,3.2758,0.0,0.0,2500,301.357,18.59,759.2,bio_methanol,maneuvering,False,195.95,210402.34,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.9524081161946647, 3.4103834482552475, 3.4103165868783485, 3.2766205169152403, 3.2766205169152403, 3.2766205169152403, 3.2766205169152403, 3.275840262044869, 3.275840262044869, 3.275840262044869, 3.275840262044869, 3.275840262044869, 3.275828231386531, 3.2758272311810663, 3.2758272311810663, 3.2758272216502977, 3.2758271904740566, 3.2758269043501165, 3.2758269043501165, 3.275826881977926, 3.275826881977926, 3.275826881315038, 3.2758268742819574, 3.2758268677144278, 3.275826858901476, 3.275826858901476, 3.275826858901476, 3.2758268584887924, 3.2758268578221528, 3.2758268578221528, 3.2758268578214795, 3.2758268578141507, 3.275826857760526, 3.275826857760526, 3.275826857760526, 3.275826857760526, 3.2758268577435734, 3.2758268577435734, 3.2758268577435734, 3.2758268577426324, 3.2758268577426324, 3.27582685774176, 3.27582685774124, 3.27582685774124, 3.27582685774124, 3.27582685774124, 3.27582685774124, 3.27582685774124, 3.27582685774124, 3.27582685774124, 3.27582685774124]"
1099,GA,3.276247210450099,3.2762,0.0,0.0,2500,301.647,18.59,382.2,bio_methanol,maneuvering,False,195.98,210429.34,330.64,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.3800715457865396, 3.3800715457865396, 3.3800715457865396, 3.363383990706551, 3.3114279838503964, 3.2805105773271315, 3.2805105773271315, 3.2805105773271315, 3.2793030703905384, 3.2793030703905384, 3.2793030703905384, 3.2791638655112085, 3.2791577172772683, 3.279136974529241, 3.279136974529241, 3.279136974529241, 3.279136974529241, 3.2791346810072506, 3.2791346810072506, 3.279134270166978, 3.2791332812919736, 3.2791332812919736, 3.2791332667708755, 3.2791332667708755, 3.279133229402768, 3.276430508889183, 3.276430508889183, 3.276430508889183, 3.276430508889183, 3.276404762331908, 3.2763250147400718, 3.2762570121888936, 3.2762570121888936, 3.276248660942439, 3.276248660942439, 3.2762473029967945, 3.2762473029967945, 3.2762473029967945, 3.2762473029967945, 3.2762473029967945, 3.27624724199932, 3.27624724199932, 3.276247234139374, 3.276247234139374, 3.276247234139374, 3.2762472161981093, 3.2762472150259376, 3.2762472150259376, 3.2762472150259376, 3.2762472115844212, 3.276247210450099]"
1136,GA,3.276268216456427,3.2763,0.0,0.0,2500,281.34,18.59,734.3,bio_methanol,maneuvering,False,195.98,210430.69,330.64,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4248287639280517, 3.3040446030299373, 3.3040446030299373, 3.3040446030299373, 3.3040446030299373, 3.297757048829028, 3.297757048829028, 3.280868983748812, 3.280228742397787, 3.279914802092948, 3.2798051268819037, 3.2798051268819037, 3.2788982295954985, 3.2788982295954985, 3.278856293101901, 3.2788538041134623, 3.2788538041134623, 3.2788202426165065, 3.278794312821572, 3.27731650990468, 3.2773061272548554, 3.277138238642479, 3.277138238642479, 3.2771286173058813, 3.2771286173058813, 3.277111481229859, 3.277111481229859, 3.277111481229859, 3.2771085191198526, 3.277108495093983, 3.2771082054256397, 3.2771082054256397, 3.277105986349637, 3.2771049085268853, 3.2771047987661768, 3.277104790482025, 3.277104790482025, 3.2771046528251886, 3.2764109298281703, 3.2764093179857374, 3.27639821775013, 3.27639821775013, 3.27639821775013, 3.2763644731454074, 3.2763644731454074, 3.2763639984614894, 3.2763623328041067, 3.2763623328041067, 3.276268216456427, 3.276268216456427, 3.276268216456427]"
1173,GA,3.27593810884595,3.2759,0.0,0.0,2500,194.291,18.59,448.1,bio_methanol,maneuvering,False,195.96,210409.48,330.61,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.406179976417196, 3.362587753356394, 3.362587753356394, 3.3455477533563944, 3.321921374875654, 3.301857934968622, 3.297063599954087, 3.297063599954087, 3.297063599954087, 3.297063599954087, 3.2835960900116263, 3.2835960900116263, 3.283403507614108, 3.283403507614108, 3.283403507614108, 3.283403507614108, 3.283401874237416, 3.2834018646887615, 3.2833909578457217, 3.2833909578457217, 3.2833909578457217, 3.2833909578457217, 3.2833909578457217, 3.283390908894852, 3.283389384961491, 3.2833893617226027, 3.2767479433725697, 3.2766953562290495, 3.2766805203687843, 3.2766805203687843, 3.276264663334013, 3.276264663334013, 3.2761647616371055, 3.2760283977508133, 3.2759693893156747, 3.275957804559272, 3.275957804559272, 3.2759401967305184, 3.275939670357249, 3.2759396629150475, 3.2759396629150475, 3.275938467245208, 3.275938467245208, 3.2759382649936963, 3.2759382649936963, 3.2759382649936963, 3.2759382649936963, 3.2759382649936963, 3.2759382629807963, 3.2759382495736316, 3.27593810884595]"
100,PSO,3.2758292106078515,3.2758,0.0,0.0,2500,147.812,18.59,0.5,bio_methanol,maneuvering,False,195.95,210402.49,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[4.114571633347294, 3.3343082049815878, 3.301919358263767, 3.301919358263767, 3.301919358263767, 3.301919358263767, 3.294749048845506, 3.279157020902641, 3.2785653906175374, 3.276667741361382, 3.276346243584066, 3.276346243584066, 3.276346243584066, 3.275957056287658, 3.275957056287658, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.27587777852477, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.275835309528494, 3.2758292106078515, 3.2758292106078515, 3.2758292106078515]"
137,PSO,3.275829683008819,3.2758,0.0,0.0,2500,175.153,18.59,692.8,bio_methanol,transit,False,195.95,210402.52,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4303502414681364, 3.3183554530784565, 3.303039227451722, 3.286098881507318, 3.286098881507318, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2772744659798714, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.2760966066691335, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819, 3.275829683008819]"
174,PSO,3.2758267324686856,3.2758,0.0,0.0,2500,200.793,18.59,0.0,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.925830079955851, 3.3081466302680043, 3.3081466302680043, 3.2815588717874364, 3.2766507412846315, 3.2766507412846315, 3.2766507412846315, 3.2766507412846315, 3.2766507412846315, 3.2766507412846315, 3.276195031643121, 3.276195031643121, 3.276195031643121, 3.276195031643121, 3.276195031643121, 3.276195031643121, 3.276195031643121, 3.2758942261617863, 3.2758942261617863, 3.2758942261617863, 3.2758942261617863, 3.2758942261617863, 3.2758785742520153, 3.2758785742520153, 3.2758785742520153, 3.2758785742520153, 3.2758785742520153, 3.2758785742520153, 3.2758785742520153, 3.2758785742520153, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.2758581739143264, 3.275851342498805, 3.275851342498805, 3.275831857331676, 3.275831857331676, 3.275831857331676, 3.275831857331676, 3.275831857331676, 3.275831857331676, 3.2758267324686856, 3.2758267324686856]"
211,PSO,3.275830597832621,3.2758,0.0,0.0,2500,219.721,18.59,955.7,bio_methanol,maneuvering,False,195.95,210402.58,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4099401983165145, 3.293065550881639, 3.2812317734875234, 3.280013178579776, 3.280013178579776, 3.280013178579776, 3.280013178579776, 3.280013178579776, 3.2780714758472165, 3.2760189822251626, 3.2760189822251626, 3.2760189822251626, 3.2760189822251626, 3.2760189822251626, 3.2760189822251626, 3.2760189822251626, 3.2760189822251626, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758414903742024, 3.2758394628104854, 3.2758394628104854, 3.2758394628104854, 3.2758394628104854, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621, 3.275830597832621]"
248,PSO,3.2758266409069576,3.2758,0.0,0.0,2500,220.395,18.59,432.3,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.478488923366948, 3.28958579248303, 3.2827803569703278, 3.2778323034411043, 3.2778323034411043, 3.2778323034411043, 3.2778323034411043, 3.2778323034411043, 3.2775504087871883, 3.27602019968581, 3.27602019968581, 3.27602019968581, 3.27602019968581, 3.27602019968581, 3.27602019968581, 3.27602019968581, 3.275885421659303, 3.275885421659303, 3.275885421659303, 3.275885421659303, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758274711878967, 3.2758271953375377, 3.2758271953375377, 3.2758271953375377, 3.2758271953375377, 3.2758271953375377, 3.2758266409069576, 3.2758266409069576, 3.2758266409069576, 3.2758266409069576, 3.2758266409069576]"
285,PSO,3.292871961112825,3.2929,0.0,0.0,2500,229.575,18.59,562.7,bio_methanol,transit,True,195.95,213242.67,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True,VALID,True,"[3.4442730336799783, 3.362718244170199, 3.2964962411268757, 3.2964962411268757, 3.2964962411268757, 3.2964962411268757, 3.2964962411268757, 3.2964962411268757, 3.2964962411268757, 3.2964962411268757, 3.294599905626553, 3.294599905626553, 3.294599905626553, 3.294599905626553, 3.294599905626553, 3.294599905626553, 3.294599905626553, 3.294195105116583, 3.294195105116583, 3.294195105116583, 3.2941039626071644, 3.2940255299337475, 3.2940255299337475, 3.2930205375377075, 3.2929628880953117, 3.2929628880953117, 3.2929628880953117, 3.2929628880953117, 3.2929628880953117, 3.2929628880953117, 3.2929628880953117, 3.2929481286507647, 3.2929481286507647, 3.2929481286507647, 3.292920720588043, 3.292920720588043, 3.292920720588043, 3.292920720588043, 3.292920720588043, 3.292920720588043, 3.292920720588043, 3.292920720588043, 3.29288431800165, 3.29288431800165, 3.29288431800165, 3.29288431800165, 3.29288431800165, 3.292871961112825, 3.292871961112825, 3.292871961112825]"
