feature,bin,sample_count,mae,rmse,mean_bias
wave_height_m,"[0.0, 1.0)",24,21.057321693445587,30.942808316322065,-1.0206839900140519
wave_height_m,"[1.0, 2.0)",133,18.27679785069932,25.985272817174334,2.7298811438847856
wave_height_m,"[2.0, 3.5)",22,40.620406479173155,50.55440223473227,13.369712738265026
wave_height_m,"[3.5, 6.0)",0,,,
