feature,bin,sample_count,mae,rmse,mean_bias
wind_speed_ms,"[0.0, 5.0)",35,21.98638770493233,33.73746367011223,5.685473713292316
wind_speed_ms,"[5.0, 10.0)",114,20.44411910079936,29.096206832390507,2.083826337944813
wind_speed_ms,"[10.0, 15.0)",30,24.32285433879183,32.99638826183904,6.5387891375743346
wind_speed_ms,"[15.0, 25.0)",0,,,
