algorithm,seed,run_id,runtime_seconds,objective_evaluations,iterations,best_fitness,physical_objective,penalty,is_feasible,first_feasible_eval,first_feasible_iter,feasible_evaluations_count,candidate_feasibility_rate,constraint_violation_total,hard_violations,repair_count,repair_rate,unique_solutions,pareto_archive_size,pareto_hypervolume,assigned_demands,fuel_decisions,speed_decisions
A0_Plain_QPSO,1001,A0_Plain_QPSO_seed_1001,2.5305,2500,49,3.3753,3.3753,0.0,True,64,1,1080,43.2,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.140094492125908, 'CPS_Triton': 15.945141601641746, 'OSS_Ceto': 11.86361732204187}"
A0_Plain_QPSO,1002,A0_Plain_QPSO_seed_1002,0.9773,2500,49,51000.0,1000.0,50000.0,False,418,8,13,0.52,50000.0,Mandatory demand DEMAND-B is unfulfilled.,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 13.653309554230496, 'CPS_Triton': 6.863568748590714, 'OSS_Ceto': 7.346355462432267}"
A0_Plain_QPSO,1003,A0_Plain_QPSO_seed_1003,1.9092,2500,49,3.3842,3.3842,0.0,True,87,1,678,27.12,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.1570192217418, 'CPS_Triton': 15.870389078128204, 'OSS_Ceto': 11.90234082741802}"
A0_Plain_QPSO,1004,A0_Plain_QPSO_seed_1004,2.467,2500,49,3.4015,3.4015,0.0,True,86,1,1073,42.92,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.153341954052028, 'CPS_Triton': 15.759620224558882, 'OSS_Ceto': 12.254251333820703}"
A0_Plain_QPSO,1005,A0_Plain_QPSO_seed_1005,2.1388,2500,49,3.3852,3.3852,0.0,True,157,3,826,33.04,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.139462060402188, 'CPS_Triton': 17.977112716902763, 'OSS_Ceto': 11.954292129650982}"
A0_Plain_QPSO,1006,A0_Plain_QPSO_seed_1006,1.4193,2500,49,20002.7516,2.7516,20000.0,True,220,4,309,12.36,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.1487420162839, 'CPS_Triton': 11.894506750623712, 'OSS_Ceto': 12.237027562769196}"
A0_Plain_QPSO,1007,A0_Plain_QPSO_seed_1007,2.1427,2500,49,3.4052,3.4052,0.0,True,402,8,828,33.12,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.160199747617405, 'CPS_Triton': 17.924888982371616, 'OSS_Ceto': 12.02386138016569}"
A0_Plain_QPSO,1008,A0_Plain_QPSO_seed_1008,2.0332,2500,49,3.413,3.413,0.0,True,503,10,753,30.12,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.253538084307717, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.64894309386069}"
A0_Plain_QPSO,1009,A0_Plain_QPSO_seed_1009,2.2799,2500,49,3.385,3.385,0.0,True,331,6,937,37.48,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.140681839249716, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.92513811717161}"
A0_Plain_QPSO,1010,A0_Plain_QPSO_seed_1010,1.4201,2500,49,3.4307,3.4307,0.0,True,256,5,300,12.0,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.3849834708075, 'CPS_Triton': 15.698856369709517, 'OSS_Ceto': 12.046708476155413}"
A0_Plain_QPSO,1011,A0_Plain_QPSO_seed_1011,2.8441,2500,49,3.415,3.415,0.0,True,31,0,1288,51.52,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.172281301881718, 'CPS_Triton': 15.920818930158086, 'OSS_Ceto': 15.0}"
A0_Plain_QPSO,1012,A0_Plain_QPSO_seed_1012,1.2414,2500,49,20002.7538,2.7538,20000.0,True,424,8,194,7.76,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.272126691398572, 'CPS_Triton': 12.162587468317339, 'OSS_Ceto': 12.47510963848005}"
A0_Plain_QPSO,1013,A0_Plain_QPSO_seed_1013,0.9758,2500,49,51000.0,1000.0,50000.0,False,64,1,12,0.48,50000.0,Mandatory demand DEMAND-B is unfulfilled.,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 15.794103238088244, 'CPS_Triton': 16.40542718885704, 'OSS_Ceto': 4.246122260210177}"
A0_Plain_QPSO,1014,A0_Plain_QPSO_seed_1014,2.0812,2500,49,3.4209,3.4209,0.0,True,121,2,787,31.48,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.201223191548564, 'CPS_Triton': 17.97041687551048, 'OSS_Ceto': 14.954309305201738}"
A0_Plain_QPSO,1015,A0_Plain_QPSO_seed_1015,1.771,2500,49,3.3964,3.3964,0.0,True,398,7,562,22.48,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.137306479992763, 'CPS_Triton': 15.95424409178871, 'OSS_Ceto': 12.380984658969146}"
A0_Plain_QPSO,1016,A0_Plain_QPSO_seed_1016,2.14,2500,49,3.4178,3.4178,0.0,True,194,3,849,33.96,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.277275770658505, 'CPS_Triton': 15.656318183676158, 'OSS_Ceto': 11.799945602901856}"
A0_Plain_QPSO,1017,A0_Plain_QPSO_seed_1017,1.942,2500,49,3.4121,3.4121,0.0,True,72,1,675,27.0,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.147186864221364, 'CPS_Triton': 18.0, 'OSS_Ceto': 12.226727212963006}"
A0_Plain_QPSO,1018,A0_Plain_QPSO_seed_1018,2.0856,2500,49,3.4177,3.4177,0.0,True,13,0,775,31.0,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.30924476973247, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.755798208614815}"
A0_Plain_QPSO,1019,A0_Plain_QPSO_seed_1019,2.2579,2500,49,3.378,3.378,0.0,True,159,3,895,35.8,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.157164624119783, 'CPS_Triton': 15.628295096777727, 'OSS_Ceto': 12.3987556112572}"
A0_Plain_QPSO,1020,A0_Plain_QPSO_seed_1020,1.9378,2500,49,3.3949,3.3949,0.0,True,124,2,670,26.8,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.188409310922264, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.634670127357742}"
A0_Plain_QPSO,1021,A0_Plain_QPSO_seed_1021,0.9588,2500,49,51000.0,1000.0,50000.0,False,309,6,1,0.04,50000.0,Mandatory demand DEMAND-A is unfulfilled.,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 13.005887596142903, 'CPS_Triton': 9.990149008114036, 'OSS_Ceto': 10.098926396411615}"
A0_Plain_QPSO,1022,A0_Plain_QPSO_seed_1022,1.1119,2500,49,20002.964,2.964,20000.0,True,149,2,108,4.32,0.0,NONE,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 19.13889568362412, 'CPS_Triton': 17.611226061100474, 'OSS_Ceto': 14.246093326297228}"
A0_Plain_QPSO,1023,A0_Plain_QPSO_seed_1023,0.9686,2500,49,51000.0,1000.0,50000.0,False,-1,-1,0,0.0,50000.0,Mandatory demand DEMAND-C is unfulfilled.,0,0.0,2500,0,0.0,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 11.664833041260037, 'CPS_Triton': 11.819036183850063, 'OSS_Ceto': 10.938630957963394}"
