optimizer,seed,total_objective,physical_objective,fuel_component,cost_component,ghg_component,delay_component,risk_component,domain_penalty,constraint_penalty,regulatory_penalty,other_penalty,feasible,domain_status,constraint_status
GA,1099,115003.27624721,3.27624721,1.17588,1.262576,0.551067,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
DE,1099,115003.27582657,3.27582657,1.1757,1.262414,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
Random_Search,1099,115003.27681463,3.27681463,1.17606,1.262795,0.551167,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
QPSO,1136,115003.27582669,3.27582669,1.1757,1.262414,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
PSO,1136,115003.29287076,3.29287076,1.1757,1.279456,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
GA,1136,115003.27626822,3.27626822,1.17588,1.262584,0.551067,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
DE,1136,115003.27582658,3.27582658,1.1757,1.262414,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
Random_Search,1136,115003.2819745,3.2819745,1.17792,1.264783,0.552033,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
QPSO,1173,115003.27582658,3.27582658,1.1757,1.262414,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
PSO,1173,115003.27582808,3.27582808,1.1757,1.262415,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
GA,1173,115003.27593811,3.27593811,1.17576,1.262457,0.551017,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
DE,1173,115003.27582658,3.27582658,1.1757,1.262414,0.551,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
Random_Search,1173,115003.28717004,3.28717004,1.17978,1.266785,0.5529,0.0,0.090767,100000.0,0.0,15000.0,0.0,False,OUT_OF_DOMAIN,INFEASIBLE_DOMAIN_VIOLATION
