experiment_id,objective_name,timestamp,git_commit,data_source,scenario_id,optimizer,best_loss,total_evaluations,runtime_seconds,speed_knots,fuel_type,total_fuel_tonnes,total_opex_usd,total_wtw_ghg_tonnes,voyage_duration_hours,schedule_delay_hours,uncertainty_risk_tonnes,cii_rating,fueleu_compliant,domain_status,is_feasible
EXP-OPT-02,Fuel Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,QPSO,115003.919,3000,58.141,18.59,bio_methanol,195.95,210402.32,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-02,Fuel Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,PSO,115003.919,3000,62.268,18.59,bio_methanol,195.95,213242.49,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-02,Fuel Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,GA,115003.919,2990,60.94,18.59,bio_methanol,195.95,213242.69,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-02,Fuel Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,DE,115003.919,3000,89.752,18.59,bio_methanol,195.95,210402.32,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-02,Fuel Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,Random_Search,115003.9195,3000,77.529,18.59,bio_methanol,195.98,213269.5,330.64,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
