experiment_id,objective_name,timestamp,git_commit,data_source,scenario_id,optimizer,best_loss,total_evaluations,runtime_seconds,speed_knots,fuel_type,total_fuel_tonnes,total_opex_usd,total_wtw_ghg_tonnes,voyage_duration_hours,schedule_delay_hours,uncertainty_risk_tonnes,cii_rating,fueleu_compliant,domain_status,is_feasible
EXP-OPT-04,GHG Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,QPSO,115002.204,3000,97.388,18.59,bio_methanol,195.95,210402.32,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-04,GHG Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,PSO,115002.204,3000,96.238,18.59,bio_methanol,195.95,210402.5,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-04,GHG Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,GA,115002.204,2990,66.924,18.59,bio_methanol,195.95,213242.34,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-04,GHG Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,DE,115002.204,3000,62.729,18.59,bio_methanol,195.95,213242.32,330.6,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
EXP-OPT-04,GHG Minimization,2026-09-12T18:12:04.894663+00:00,20309b214b9540a7363b7365e442a222cd9c49a1,REAL_FUELCAST,SCEN-01,Random_Search,115002.2043,3000,92.065,18.59,bio_methanol,195.98,213269.5,330.64,26.3,0.0,27.23,E,True,OUT_OF_DOMAIN,False
