formulation,seed,algorithm,is_feasible,best_fitness,physical_fuel_tonnes,operational_cost_usd,wtw_ghg_tonnes,schedule_delay_hours,penalty,penalty_free,runtime_seconds,evaluations
C_Fuel_GHG,1018,DE,True,4119.1818,209.8,214739.89,595.79,1.6,4115.03,False,0.515,2500
C_Fuel_GHG,1019,DE,True,3208.2192,406.75,435188.06,764.78,1.21,3201.38,False,0.485,2500
C_Fuel_GHG,1020,DE,True,27692.9132,225.38,238462.36,752.47,13.53,27688.11,False,0.429,2500
C_Fuel_GHG,1021,DE,True,19123.6878,220.53,232123.18,738.54,9.29,19118.98,False,0.492,2500
C_Fuel_GHG,1022,DE,True,4.7415,193.39,190077.46,797.57,0.0,0.0,True,0.451,2500
C_Fuel_GHG,1023,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.525,2500
C_Fuel_GHG,1024,DE,True,15566.6905,323.86,351326.12,624.15,7.1,15561.25,False,0.576,2500
C_Fuel_GHG,1025,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.539,2500
C_Fuel_GHG,1026,DE,True,2226.0422,235.27,237628.49,770.06,0.75,2221.07,False,0.538,2500
C_Fuel_GHG,1027,DE,True,19525.3633,244.6,256400.68,732.35,9.33,19520.33,False,0.506,2500
C_Fuel_GHG,1028,DE,True,6250.1113,183.73,184436.84,681.16,2.8,6245.99,False,0.511,2500
C_Fuel_GHG,1029,DE,True,30348.542,290.41,316989.3,734.72,14.48,30343.09,False,0.514,2500
C_Fuel_GHG,1030,DE,True,45609.9286,190.44,213334.06,668.8,21.91,45605.67,False,0.406,2500
D_Fuel_Cost_GHG,1001,DE,True,6649.1116,376.41,403417.3,712.65,2.76,6642.12,False,0.503,2500
D_Fuel_Cost_GHG,1002,DE,True,23811.4344,212.49,231587.53,593.37,11.38,23807.1,False,0.441,2500
D_Fuel_Cost_GHG,1003,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.463,2500
D_Fuel_Cost_GHG,1004,DE,True,5.3293,259.87,266771.37,745.21,0.0,0.0,True,0.644,2500
D_Fuel_Cost_GHG,1005,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.485,2500
D_Fuel_Cost_GHG,1006,DE,True,2812.7393,252.78,257628.09,783.52,1.22,2807.44,False,0.49,2500
D_Fuel_Cost_GHG,1007,DE,True,3754.8667,237.03,241218.47,769.04,1.48,3749.94,False,0.491,2500
D_Fuel_Cost_GHG,1008,DE,True,40233.3886,369.98,420385.51,624.21,19.13,40226.36,False,0.521,2500
D_Fuel_Cost_GHG,1009,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.46,2500
D_Fuel_Cost_GHG,1010,DE,True,28023.2266,360.61,400233.93,685.39,13.67,28016.44,False,0.554,2500
D_Fuel_Cost_GHG,1011,DE,True,21217.5339,176.88,187286.39,655.73,9.91,21213.57,False,0.551,2500
D_Fuel_Cost_GHG,1012,DE,True,7.3198,379.81,405920.35,770.82,0.0,0.0,True,0.51,2500
D_Fuel_Cost_GHG,1013,DE,True,30472.97,163.65,175880.89,666.66,14.38,30469.13,False,0.446,2500
D_Fuel_Cost_GHG,1014,DE,True,13334.6864,377.2,414067.29,684.03,6.43,13327.63,False,0.466,2500
D_Fuel_Cost_GHG,1015,DE,True,39461.8413,229.39,248318.86,735.14,18.99,39456.95,False,0.443,2500
D_Fuel_Cost_GHG,1016,DE,True,3353.8083,219.04,225314.04,654.89,1.09,3349.28,False,0.519,2500
D_Fuel_Cost_GHG,1017,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.472,2500
D_Fuel_Cost_GHG,1018,DE,True,4119.2562,209.8,214739.89,595.79,1.6,4115.03,False,0.458,2500
D_Fuel_Cost_GHG,1019,DE,True,3209.0586,406.75,435188.06,764.78,1.21,3201.38,False,0.586,2500
D_Fuel_Cost_GHG,1020,DE,True,27692.8985,225.38,238462.36,752.47,13.53,27688.11,False,0.516,2500
D_Fuel_Cost_GHG,1021,DE,True,19123.6657,220.53,232123.18,738.54,9.29,19118.98,False,0.506,2500
D_Fuel_Cost_GHG,1022,DE,True,4.4155,193.39,190077.46,797.57,0.0,0.0,True,0.518,2500
D_Fuel_Cost_GHG,1023,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.459,2500
D_Fuel_Cost_GHG,1024,DE,True,15567.3649,323.86,351326.12,624.15,7.1,15561.25,False,0.5,2500
D_Fuel_Cost_GHG,1025,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.438,2500
D_Fuel_Cost_GHG,1026,DE,True,2225.972,235.27,237628.49,770.06,0.75,2221.07,False,0.458,2500
D_Fuel_Cost_GHG,1027,DE,True,19525.4351,244.6,256400.68,732.35,9.33,19520.33,False,0.507,2500
D_Fuel_Cost_GHG,1028,DE,True,6249.942,183.73,184436.84,681.16,2.8,6245.99,False,0.64,2500
D_Fuel_Cost_GHG,1029,DE,True,30348.8846,290.41,316989.3,734.72,14.48,30343.09,False,0.567,2500
D_Fuel_Cost_GHG,1030,DE,True,45609.9582,190.44,213334.06,668.8,21.91,45605.67,False,0.575,2500
E_Full_Schedule_Risk,1001,DE,True,6648.1145,376.41,403417.3,712.65,2.76,6642.12,False,0.595,2500
E_Full_Schedule_Risk,1002,DE,True,23810.908,212.49,231587.53,593.37,11.38,23807.1,False,0.53,2500
E_Full_Schedule_Risk,1003,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.496,2500
E_Full_Schedule_Risk,1004,DE,True,4.5313,259.87,266771.37,745.21,0.0,0.0,True,0.618,2500
E_Full_Schedule_Risk,1005,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.461,2500
E_Full_Schedule_Risk,1006,DE,True,2811.9544,252.78,257628.09,783.52,1.22,2807.44,False,0.504,2500
E_Full_Schedule_Risk,1007,DE,True,3754.1458,237.03,241218.47,769.04,1.48,3749.94,False,0.448,2500
E_Full_Schedule_Risk,1008,DE,True,40232.5588,369.98,420385.51,624.21,19.13,40226.36,False,0.505,2500
E_Full_Schedule_Risk,1009,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.495,2500
E_Full_Schedule_Risk,1010,DE,True,28022.3574,360.61,400233.93,685.39,13.67,28016.44,False,0.497,2500
E_Full_Schedule_Risk,1011,DE,True,21217.0445,176.88,187286.39,655.73,9.91,21213.57,False,0.549,2500
E_Full_Schedule_Risk,1012,DE,True,6.2362,379.81,405920.35,770.82,0.0,0.0,True,0.479,2500
E_Full_Schedule_Risk,1013,DE,True,30472.5443,163.65,175880.89,666.66,14.38,30469.13,False,0.405,2500
E_Full_Schedule_Risk,1014,DE,True,13333.7092,377.2,414067.29,684.03,6.43,13327.63,False,0.382,2500
E_Full_Schedule_Risk,1015,DE,True,39461.2874,229.39,248318.86,735.14,18.99,39456.95,False,0.403,2500
E_Full_Schedule_Risk,1016,DE,True,3353.148,219.04,225314.04,654.89,1.09,3349.28,False,0.434,2500
E_Full_Schedule_Risk,1017,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.38,2500
E_Full_Schedule_Risk,1018,DE,True,4118.6449,209.8,214739.89,595.79,1.6,4115.03,False,0.389,2500
E_Full_Schedule_Risk,1019,DE,True,3207.9318,406.75,435188.06,764.78,1.21,3201.38,False,0.433,2500
E_Full_Schedule_Risk,1020,DE,True,27692.3106,225.38,238462.36,752.47,13.53,27688.11,False,0.432,2500
E_Full_Schedule_Risk,1021,DE,True,19123.0577,220.53,232123.18,738.54,9.29,19118.98,False,0.463,2500
E_Full_Schedule_Risk,1022,DE,True,3.7455,193.39,190077.46,797.57,0.0,0.0,True,0.497,2500
E_Full_Schedule_Risk,1023,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.376,2500
E_Full_Schedule_Risk,1024,DE,True,15566.5414,323.86,351326.12,624.15,7.1,15561.25,False,0.386,2500
E_Full_Schedule_Risk,1025,DE,False,51000.0,200.0,250000.0,750.0,10.0,50000.0,False,0.344,2500
E_Full_Schedule_Risk,1026,DE,True,2225.2477,235.27,237628.49,770.06,0.75,2221.07,False,0.34,2500
E_Full_Schedule_Risk,1027,DE,True,19524.7586,244.6,256400.68,732.35,9.33,19520.33,False,0.361,2500
E_Full_Schedule_Risk,1028,DE,True,6249.3725,183.73,184436.84,681.16,2.8,6245.99,False,0.453,2500
E_Full_Schedule_Risk,1029,DE,True,30348.1579,290.41,316989.3,734.72,14.48,30343.09,False,0.415,2500
E_Full_Schedule_Risk,1030,DE,True,45609.545,190.44,213334.06,668.8,21.91,45605.67,False,0.476,2500
