evaluation,fitness,physical_fitness,penalty,is_feasible,assigned_demands,speed_decisions,fuel_decisions,hard_violations
275,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 15.7, 'CPS_Triton': 9.11, 'OSS_Ceto': 9.25}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.
276,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 13.11, 'CPS_Triton': 8.35, 'OSS_Ceto': 11.4}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-C is unfulfilled."
277,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.45, 'CPS_Triton': 10.52, 'OSS_Ceto': 10.43}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.
278,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 15.23, 'CPS_Triton': 7.22, 'OSS_Ceto': 10.35}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
279,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 16.7, 'CPS_Triton': 11.08, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
280,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.78, 'CPS_Triton': 10.35, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'liquid_hydrogen', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}","CPS_Poseidon: Incompatible fuel liquid_hydrogen for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
281,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 10.25, 'CPS_Triton': 7.91, 'OSS_Ceto': 10.2}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
282,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.25, 'CPS_Triton': 14.97, 'OSS_Ceto': 12.97}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small"
283,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.98, 'CPS_Triton': 12.86, 'OSS_Ceto': 4.38}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
284,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.96, 'CPS_Triton': 7.68, 'OSS_Ceto': 12.74}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled."
285,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 14.04, 'CPS_Triton': 7.37, 'OSS_Ceto': 9.44}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled."
286,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.96, 'CPS_Triton': 11.7, 'OSS_Ceto': 9.84}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
287,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 10.32}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-C is unfulfilled."
288,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 10.07, 'CPS_Triton': 9.14, 'OSS_Ceto': 11.93}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Duplicate demand DEMAND-B assigned to 3 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
289,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 18.73, 'CPS_Triton': 9.0, 'OSS_Ceto': 9.63}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
290,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 15.31, 'CPS_Triton': 15.07, 'OSS_Ceto': 11.95}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled.
291,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 13.29, 'CPS_Triton': 10.16, 'OSS_Ceto': 10.28}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
292,501000.0,1000.0,500000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 20.04, 'CPS_Triton': 10.39, 'OSS_Ceto': 6.39}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
293,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.21, 'CPS_Triton': 13.75, 'OSS_Ceto': 12.69}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-B is unfulfilled."
294,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.41, 'CPS_Triton': 10.13, 'OSS_Ceto': 9.63}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.
295,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.7, 'CPS_Triton': 10.1, 'OSS_Ceto': 9.95}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'liquid_hydrogen'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel liquid_hydrogen for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
296,401000.0,1000.0,400000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 12.18, 'CPS_Triton': 10.0, 'OSS_Ceto': 10.32}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
297,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 13.19, 'OSS_Ceto': 8.54}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
298,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 10.24, 'CPS_Triton': 6.22, 'OSS_Ceto': 11.63}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-B is unfulfilled."
299,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 15.79, 'CPS_Triton': 10.42, 'OSS_Ceto': 4.57}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-A assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled."
300,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 20.01, 'CPS_Triton': 16.37, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
301,351000.0,1000.0,350000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 20.28, 'CPS_Triton': 8.03, 'OSS_Ceto': 10.13}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small; OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Duplicate demand DEMAND-B assigned to 2 vessels (must be exactly 1).; Mandatory demand DEMAND-C is unfulfilled."
302,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 15.57, 'CPS_Triton': 10.1, 'OSS_Ceto': 10.08}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
303,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 12.46, 'CPS_Triton': 10.57, 'OSS_Ceto': 10.8}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled."
304,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 20.3, 'CPS_Triton': 11.16, 'OSS_Ceto': 10.32}","{'CPS_Poseidon': 'liquid_hydrogen', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible fuel liquid_hydrogen for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
305,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-C', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.11, 'CPS_Triton': 15.0, 'OSS_Ceto': 9.79}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","CPS_Poseidon: Incompatible assignment: Demand DEMAND-C requires offshore deck cargo capability, not supported by Crown Princess Poseidon; Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-B is unfulfilled.; Duplicate demand DEMAND-C assigned to 2 vessels (must be exactly 1)."
306,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.0, 'CPS_Triton': 13.12, 'OSS_Ceto': 11.88}","{'CPS_Poseidon': 'liquid_hydrogen', 'CPS_Triton': 'green_ammonia', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible fuel liquid_hydrogen for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); CPS_Triton: Incompatible fuel green_ammonia for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia'])"
307,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 11.64, 'CPS_Triton': 10.25, 'OSS_Ceto': 10.12}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible assignment: Demand DEMAND-A requires luxury passenger cruise vessel, but Coastal Princess Triton is passenger_cruise_small"
308,51000.0,1000.0,50000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 14.19, 'CPS_Triton': 12.36, 'OSS_Ceto': 10.29}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}",Mandatory demand DEMAND-A is unfulfilled.
309,109292.1243,4.8137,109287.31,True,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 11.61, 'CPS_Triton': 8.81, 'OSS_Ceto': 10.14}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}",NONE
310,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 10.2, 'OSS_Ceto': 12.71}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
311,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 12.89, 'CPS_Triton': 8.2, 'OSS_Ceto': 13.23}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'bio_methanol'}","OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
312,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 13.29, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled."
313,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 16.0, 'CPS_Triton': 7.77, 'OSS_Ceto': 9.05}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'vlsfo'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible assignment: Demand DEMAND-B requires passenger vessel, but Ocean Supply Ship Ceto is offshore_supply; Mandatory demand DEMAND-C is unfulfilled."
314,151000.0,1000.0,150000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 9.05}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'bio_methanol'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); Mandatory demand DEMAND-A is unfulfilled."
315,201000.0,1000.0,200000.0,False,"{'CPS_Poseidon': 'UNASSIGNED', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-B'}","{'CPS_Poseidon': 11.64, 'CPS_Triton': 18.0, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'fossil_lng'}","OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-A is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
316,101000.0,1000.0,100000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 8.0, 'CPS_Triton': 6.0, 'OSS_Ceto': 10.08}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'green_ammonia'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol'])"
317,501000.0,1000.0,500000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-A', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 13.22, 'CPS_Triton': 11.35, 'OSS_Ceto': 5.47}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'fossil_lng', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel fossil_lng for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Duplicate demand DEMAND-A assigned to 3 vessels (must be exactly 1).; Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
318,301000.0,1000.0,300000.0,False,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'UNASSIGNED'}","{'CPS_Poseidon': 13.56, 'CPS_Triton': 11.37, 'OSS_Ceto': 10.31}","{'CPS_Poseidon': 'green_ammonia', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'fossil_lng'}","CPS_Poseidon: Incompatible fuel green_ammonia for Crown Princess Poseidon (authorized: ['vlsfo', 'fossil_lng', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-B is unfulfilled.; Mandatory demand DEMAND-C is unfulfilled."
319,251000.0,1000.0,250000.0,False,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-A'}","{'CPS_Poseidon': 14.08, 'CPS_Triton': 10.12, 'OSS_Ceto': 10.1}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'liquid_hydrogen', 'OSS_Ceto': 'fossil_lng'}","CPS_Triton: Incompatible fuel liquid_hydrogen for Coastal Princess Triton (authorized: ['vlsfo', 'bio_methanol']); OSS_Ceto: Incompatible fuel fossil_lng for Ocean Supply Ship Ceto (authorized: ['vlsfo', 'mgo', 'bio_methanol', 'green_ammonia']); Mandatory demand DEMAND-C is unfulfilled."
