model,seed,vessel,split,R2,MAE,RMSE,MAPE,sMAPE,Median_AE,P95_error,max_error,bias,training_time,inference_latency,memory_mb,physical_violations
P4 (Physics + QIEA-FS + ML),1012,Combined Fleet,Chronological Test (20%),0.953743255535004,228.1890880643202,426.75299774603593,14.10646350835793,13.59132700054733,118.2825701497626,1105.7401189157497,3807.0070517902113,-128.54499433389333,112.23,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1012,Combined Fleet,Chronological Test (20%),0.9537851812384132,237.51712717316911,426.5595559481917,15.441935186009324,15.681403590423592,128.60337142160677,1057.6282698984403,3701.0051475916775,-122.56697467692496,172.72,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1013,Combined Fleet,Chronological Test (20%),0.9515310364495552,241.62029121582464,436.8385078755367,15.811401945103915,15.149161828357572,138.2363627248344,1165.1204248957756,3887.446350551829,-148.86557072303043,111.8,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1013,Combined Fleet,Chronological Test (20%),0.9509320005239544,244.03284358859452,439.5296978282905,15.724553681229969,14.899253405139431,135.96085540941016,1135.4082268589054,3885.4785881096377,-149.19160204507884,213.02,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1014,Combined Fleet,Chronological Test (20%),0.9513821423128882,239.6812834399378,437.5089659621903,14.55388593847565,14.234995230845108,131.62009996391782,1173.675181978247,3934.763573068589,-158.1388148982888,125.07,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1014,Combined Fleet,Chronological Test (20%),0.947014916245466,254.87053829486567,456.7366488729074,15.91342558379074,15.298593956325927,138.04072910599768,1222.221652815914,3900.827473196041,-159.88762485550347,207.36,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1015,Combined Fleet,Chronological Test (20%),0.9527000796905466,230.0266105859888,431.53820725229855,14.41197413451684,13.54765681614017,123.72500612856896,1123.64817367098,3962.85428554684,-136.15798093927708,115.6,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1015,Combined Fleet,Chronological Test (20%),0.9526256257224188,231.97482327779687,431.8777120331652,14.695360610907448,13.734280749044562,125.9270950819772,1148.0318155698178,3922.6190405173143,-140.0610592477972,209.21,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1016,Combined Fleet,Chronological Test (20%),0.951486384456326,237.9700250900472,437.0396801137137,14.99752497971075,14.736461427985956,133.2311986236271,1146.9854787822337,3902.637124806084,-142.54558254222945,114.54,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1016,Combined Fleet,Chronological Test (20%),0.950033944774592,244.08962492106613,443.5336560031457,15.829846849132878,15.07308843397952,140.53496503773778,1183.7434134274342,3959.490635675704,-139.39693141587355,239.59,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1017,Combined Fleet,Chronological Test (20%),0.9525468375256474,232.1038179492008,432.2366901825314,14.481632632800096,13.988192848941,126.25573655653142,1129.359335760755,3927.6469718630415,-145.53967156026783,115.28,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1017,Combined Fleet,Chronological Test (20%),0.9516922660795364,233.64989492549287,436.1113417158024,14.278906090745272,13.73089243024216,125.1745723286765,1167.3978240716883,3949.5990283215847,-143.95641143586383,224.8,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1018,Combined Fleet,Chronological Test (20%),0.9510178062643452,236.3855188283754,439.1452245078442,15.03821509883158,14.652668529805188,131.3307611802201,1160.4052275776337,3897.748084661504,-149.07625521991423,120.97,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1018,Combined Fleet,Chronological Test (20%),0.9482484610495974,247.65014302703412,451.3887002456371,15.214474152216296,15.346440422043813,131.75921081710032,1152.2705873226046,3938.320674688596,-170.09440527819538,195.51,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1019,Combined Fleet,Chronological Test (20%),0.9511671264545986,243.8269092008998,438.4753555808031,14.612455340286282,14.499828339502798,132.33546134015057,1088.5534552219651,3973.924433796079,-150.83941290902902,126.83,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1019,Combined Fleet,Chronological Test (20%),0.9510971577269052,248.11952692628992,438.7893713126247,14.87941745813322,14.7104402315412,135.1497074589106,1098.57085986639,3832.963426178578,-146.3810705487103,189.27,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1020,Combined Fleet,Chronological Test (20%),0.952942044984563,233.33371186500477,430.4330135309029,14.290712354597288,13.674389036037702,126.84356430344536,1131.6628292447915,3870.783277115725,-121.93915809547327,115.51,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1020,Combined Fleet,Chronological Test (20%),0.9539795224265926,229.51335368872415,425.6617332689161,14.161015297019066,14.053049407669924,122.14853030517662,1126.5759897836904,3800.638281954615,-124.40480114907744,198.99,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1021,Combined Fleet,Chronological Test (20%),0.9499684452697416,245.57251416468935,443.82427050418767,15.201630340628288,14.407686828493029,129.98873931106243,1130.277802306336,3810.3484299891534,-149.49586686887704,124.8,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1021,Combined Fleet,Chronological Test (20%),0.9487808460273144,251.31104189301476,449.060906608451,15.22848061906677,15.136242259541133,140.6698140888676,1142.317404307398,3756.728265334341,-167.27643412925892,200.41,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1022,Combined Fleet,Chronological Test (20%),0.9522124192053708,232.9625497523797,433.75707454158095,14.3893187931269,13.84527519499483,119.37735673582682,1126.699521015555,3917.350921956616,-131.59618216854625,115.53,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1022,Combined Fleet,Chronological Test (20%),0.9514745622977742,235.5023256892905,437.09292740938514,14.723953259286509,14.070927434566112,124.16880808523422,1134.8077239567042,3964.16982048119,-139.853477255322,206.54,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1023,Combined Fleet,Chronological Test (20%),0.9530324971265391,229.4813386810941,430.0191375451492,14.441121683870335,13.861759078956888,117.22904848428158,1135.0462737345931,3798.8596468355154,-135.98140604790171,123.38,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1023,Combined Fleet,Chronological Test (20%),0.951477188255184,238.12779101566812,437.0811005924165,15.677821139929424,15.802079984609389,122.5793631909487,1111.4721501657064,3810.0241368293655,-136.88547289445555,190.25,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1024,Combined Fleet,Chronological Test (20%),0.9532591738047244,235.5967828124404,428.9801936128253,14.2168200215305,13.632193905169778,125.11969677909548,1099.5127542689668,3854.699257115104,-130.80417559227138,121.17,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1024,Combined Fleet,Chronological Test (20%),0.9536280722832003,239.4301554789197,427.2839931359108,14.025098171732628,13.956834456400603,129.8378414306602,1073.0300822749634,3753.9845335001264,-133.53186527036263,191.88,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1025,Combined Fleet,Chronological Test (20%),0.951529952129942,236.4133555216739,436.8433941974012,14.830225286571608,14.302079518303438,130.04289183721448,1150.9162914617218,3904.481107868448,-144.3823740818206,113.29,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1025,Combined Fleet,Chronological Test (20%),0.949594684821181,242.79161546981288,445.4789792411137,14.81240901719826,14.437318861173784,131.40711951964988,1171.833103404842,3859.960610587672,-156.080093184954,170.95,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1026,Combined Fleet,Chronological Test (20%),0.9532086843611982,235.95792571453103,429.2118232947668,14.535226000262467,13.611836091749634,127.08173908578463,1128.2346360600875,3791.486175654157,-135.7816899810247,114.4,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1026,Combined Fleet,Chronological Test (20%),0.951826109085486,240.1262060340425,435.5067704075748,14.31547047358811,14.188586126734384,124.47628064046046,1133.4741863618128,3759.487781462197,-141.61207085434995,168.1,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1027,Combined Fleet,Chronological Test (20%),0.9512388741412512,246.35066296405105,438.1531222763872,14.821129825572667,14.624561520138537,133.97783945334572,1094.410825094409,3906.55407505338,-141.20123638695955,118.48,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1027,Combined Fleet,Chronological Test (20%),0.952413731399564,244.29106653494992,432.8424776538445,14.8285564238413,14.29388006874499,135.6567522430122,1072.9766460692636,3885.353965550654,-134.55556219164416,216.65,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1028,Combined Fleet,Chronological Test (20%),0.9497768916373684,238.08657395138252,444.6730841439611,14.219810879346351,14.680920668864676,120.36159141158193,1113.3040538492305,3806.9812785941576,-147.2891240252051,112.96,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1028,Combined Fleet,Chronological Test (20%),0.9490251230474168,246.8097417699172,447.9887846044709,15.239032209568188,15.71712566290649,129.3614891769537,1122.7146548287812,3805.267784569985,-131.68134693983822,159.86,0.02,50.0,0
P4 (Physics + QIEA-FS + ML),1029,Combined Fleet,Chronological Test (20%),0.9504370685249292,235.15883902638868,441.7408283772289,14.008374360847684,14.4865115975833,118.77124162693872,1116.0100343347026,3800.25739079524,-146.5610428354967,121.67,0.02,48.0,0
P5 (Physics + QIEA + QPSO + ML),1029,Combined Fleet,Chronological Test (20%),0.9494788104063998,240.44163244162644,445.99073066460846,14.368606231788524,15.0307342087243,121.7805493431688,1108.6334270915831,3698.728982564396,-146.48138884896042,201.69,0.02,50.0,0
