optimizer,n_runs,speed_min,speed_max,speed_mean,speed_std,speed_unique_count,cargo_min,cargo_max,cargo_std,fuel_unique,fuel_entropy,mode_unique,mode_entropy,shore_power_pct_true,unique_full_decision_vectors
DE,30,18.59,18.59,18.589999999999996,3.613448226613569e-15,1,0.0,1000.0,376.7821899694317,['bio_methanol'],-1.4428232973175175e-12,"['maneuvering', 'transit']",0.9967916319787513,0.0,23
GA,30,18.58,18.59,18.589333333333332,0.0025370813170250204,2,337.0,1000.0,208.67913454728122,['bio_methanol'],-1.4428232973175175e-12,"['maneuvering', 'transit']",0.836640741938282,3.3333333333333335,30
PSO,30,18.59,18.59,18.589999999999996,3.613448226613569e-15,1,0.0,1000.0,337.37166150775874,['bio_methanol'],-1.4428232973175175e-12,"['maneuvering', 'transit']",0.9871377743693011,10.0,29
QPSO,30,18.59,18.59,18.589999999999996,3.613448226613569e-15,1,16.1,918.7,307.49647341216706,['bio_methanol'],-1.4428232973175175e-12,"['maneuvering', 'transit']",0.9871377743693011,0.0,30
Random_Search,30,18.45,18.59,18.555999999999994,0.03450137428547123,10,2.2,947.5,289.3446675768752,['bio_methanol'],-1.4428232973175175e-12,"['maneuvering', 'transit']",0.9871377743693011,3.3333333333333335,30
