optimizer,seed,term_fuel_weighted_norm,term_cost_weighted_norm,term_ghg_weighted_norm,term_delay_weighted_norm,term_risk_weighted_norm,penalty_value,calculated_objective,reported_objective,reconstruction_absolute_error
PSO,1136,1.3716499999999998,1.2794555399999998,0.551,0.0,0.09076666666666668,0.0,3.2928722066666665,3.2928707639277235,1.442738942980526e-06
PSO,1173,1.3716499999999998,1.2624145199999999,0.551,0.0,0.09076666666666668,0.0,3.2758311866666667,3.275828075906626,3.110760040669902e-06
QPSO,100,1.3716499999999998,1.2624141599999998,0.551,0.0,0.09076666666666668,0.0,3.2758308266666663,3.27582720249914,3.6241675260839656e-06
QPSO,137,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826734858464,3.911808202250455e-06
QPSO,174,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.2758266503978297,3.9962688367367605e-06
QPSO,211,1.3716499999999998,1.26241392,0.551,0.0,0.09076666666666668,0.0,3.275830586666667,3.2758265733124685,4.013354198306729e-06
QPSO,248,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826656176162,3.990490504257593e-06
QPSO,285,1.3716499999999998,1.2624141000000002,0.551,0.0,0.09076666666666668,0.0,3.2758307666666666,3.2758270688365423,3.6978301243273393e-06
QPSO,322,1.3716499999999998,1.2624145199999999,0.551,0.0,0.09076666666666668,0.0,3.2758311866666667,3.275828127585896,3.059080770917433e-06
QPSO,359,1.3716499999999998,1.26241434,0.551,0.0,0.09076666666666668,0.0,3.275831006666667,3.275827591332604,3.4153340631171147e-06
QPSO,396,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826650970945,3.995695721403791e-06
QPSO,433,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826702216777,3.944449889381474e-06
QPSO,470,1.3716499999999998,1.26241392,0.551,0.0,0.09076666666666668,0.0,3.275830586666667,3.27582657649923,4.0101674367853946e-06
QPSO,507,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.2758266555915823,3.991075084197604e-06
QPSO,544,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.2758266625319576,3.984134708812093e-06
QPSO,581,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.27582674591329,3.900753376306909e-06
QPSO,618,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826715076561,3.931590105477056e-06
QPSO,655,1.3716499999999998,1.2624141599999998,0.551,0.0,0.09076666666666668,0.0,3.2758308266666663,3.275827211283357,3.615383309174547e-06
QPSO,692,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826661604789,3.985061877376239e-06
QPSO,729,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826710801633,3.93586503344423e-06
QPSO,766,1.3716499999999998,1.26241392,0.551,0.0,0.09076666666666668,0.0,3.275830586666667,3.275826576485903,4.010180763902582e-06
QPSO,803,1.3716499999999998,1.2624139799999998,0.551,0.0,0.09076666666666668,0.0,3.2758306466666665,3.275826651794343,3.9948723236094e-06
QPSO,840,1.3716499999999998,1.2624144,0.551,0.0,0.09076666666666668,0.0,3.2758310666666666,3.275827733721683,3.3329449835584057e-06
