optimizer,seed,scenario,evaluation_budget,runtime_seconds,best_loss,best_physical_objective,penalty,penalty_fraction,is_feasible,domain_status,speed_knots,cargo_tonnes,fuel_type,operating_mode,use_shore_power,total_fuel_tonnes,total_opex_usd,total_wtw_ghg_tonnes,voyage_duration_hours,schedule_delay_hours,uncertainty_risk_tonnes,cii_rating,fueleu_compliant
PSO,1062,SCEN-01,2500,300.361,3.2758300055800795,3.2758,0.0,0.0,True,VALID,18.59,475.2,bio_methanol,transit,False,195.95,210402.54,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
PSO,1099,SCEN-01,2500,301.151,3.2758271874623395,3.2758,0.0,0.0,True,VALID,18.59,0.0,bio_methanol,transit,False,195.95,210402.36,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
PSO,1136,SCEN-01,2500,284.913,3.2928707639277235,3.2929,0.0,0.0,True,VALID,18.59,683.1,bio_methanol,maneuvering,True,195.95,213242.59,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
PSO,1173,SCEN-01,2500,194.759,3.275828075906626,3.2758,0.0,0.0,True,VALID,18.59,683.0,bio_methanol,transit,False,195.95,210402.42,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,100,SCEN-01,2500,149.518,3.27582720249914,3.2758,0.0,0.0,True,VALID,18.59,23.0,bio_methanol,transit,False,195.95,210402.36,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,137,SCEN-01,2500,149.561,3.275826734858464,3.2758,0.0,0.0,True,VALID,18.59,739.4,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,174,SCEN-01,2500,174.216,3.2758266503978297,3.2758,0.0,0.0,True,VALID,18.59,59.5,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,211,SCEN-01,2500,206.008,3.2758265733124685,3.2758,0.0,0.0,True,VALID,18.59,173.8,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,248,SCEN-01,2500,220.985,3.275826656176162,3.2758,0.0,0.0,True,VALID,18.59,505.1,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,285,SCEN-01,2500,228.452,3.2758270688365423,3.2758,0.0,0.0,True,VALID,18.59,365.3,bio_methanol,maneuvering,False,195.95,210402.35,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,322,SCEN-01,2500,235.375,3.275828127585896,3.2758,0.0,0.0,True,VALID,18.59,437.4,bio_methanol,transit,False,195.95,210402.42,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,359,SCEN-01,2500,250.817,3.275827591332604,3.2758,0.0,0.0,True,VALID,18.59,819.4,bio_methanol,maneuvering,False,195.95,210402.39,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,396,SCEN-01,2500,256.065,3.275826650970945,3.2758,0.0,0.0,True,VALID,18.59,221.8,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,433,SCEN-01,2500,261.188,3.275826702216777,3.2758,0.0,0.0,True,VALID,18.59,232.0,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,470,SCEN-01,2500,278.202,3.27582657649923,3.2758,0.0,0.0,True,VALID,18.59,906.8,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,507,SCEN-01,2500,280.294,3.2758266555915823,3.2758,0.0,0.0,True,VALID,18.59,918.7,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,544,SCEN-01,2500,282.942,3.2758266625319576,3.2758,0.0,0.0,True,VALID,18.59,61.4,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,581,SCEN-01,2500,297.313,3.27582674591329,3.2758,0.0,0.0,True,VALID,18.59,165.2,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,618,SCEN-01,2500,298.05,3.275826715076561,3.2758,0.0,0.0,True,VALID,18.59,548.0,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,655,SCEN-01,2500,296.608,3.275827211283357,3.2758,0.0,0.0,True,VALID,18.59,871.2,bio_methanol,transit,False,195.95,210402.36,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,692,SCEN-01,2500,294.205,3.275826661604789,3.2758,0.0,0.0,True,VALID,18.59,624.5,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,729,SCEN-01,2500,293.986,3.275826710801633,3.2758,0.0,0.0,True,VALID,18.59,391.5,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,766,SCEN-01,2500,292.431,3.275826576485903,3.2758,0.0,0.0,True,VALID,18.59,789.2,bio_methanol,maneuvering,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,803,SCEN-01,2500,293.389,3.275826651794343,3.2758,0.0,0.0,True,VALID,18.59,612.2,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,840,SCEN-01,2500,293.131,3.275827733721683,3.2758,0.0,0.0,True,VALID,18.59,390.7,bio_methanol,transit,False,195.95,210402.4,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,877,SCEN-01,2500,293.347,3.275827480768545,3.2758,0.0,0.0,True,VALID,18.59,75.1,bio_methanol,transit,False,195.95,210402.38,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,914,SCEN-01,2500,293.091,3.275826908053799,3.2758,0.0,0.0,True,VALID,18.59,796.7,bio_methanol,maneuvering,False,195.95,210402.34,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,951,SCEN-01,2500,293.205,3.2758270284557502,3.2758,0.0,0.0,True,VALID,18.59,75.2,bio_methanol,maneuvering,False,195.95,210402.35,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,988,SCEN-01,2500,291.386,3.275826668386259,3.2758,0.0,0.0,True,VALID,18.59,16.1,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,1025,SCEN-01,2500,294.227,3.2758265774229294,3.2758,0.0,0.0,True,VALID,18.59,781.7,bio_methanol,maneuvering,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,1062,SCEN-01,2500,300.621,3.275826651463265,3.2758,0.0,0.0,True,VALID,18.59,743.4,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,1099,SCEN-01,2500,301.641,3.275826643422303,3.2758,0.0,0.0,True,VALID,18.59,245.3,bio_methanol,transit,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,1136,SCEN-01,2500,284.738,3.2758266860543963,3.2758,0.0,0.0,True,VALID,18.59,204.1,bio_methanol,maneuvering,False,195.95,210402.33,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
QPSO,1173,SCEN-01,2500,196.068,3.275826580629264,3.2758,0.0,0.0,True,VALID,18.59,138.0,bio_methanol,transit,False,195.95,210402.32,330.6,26.3,0.0,27.23,NOT_EVALUABLE,True
Random_Search,100,SCEN-01,2500,149.862,3.2794678074985675,3.2795,0.0,0.0,True,VALID,18.57,708.6,bio_methanol,transit,False,196.17,210636.19,330.97,26.32,0.0,27.26,NOT_EVALUABLE,True
Random_Search,137,SCEN-01,2500,175.68,3.278623431845878,3.2786,0.0,0.0,True,VALID,18.58,316.0,bio_methanol,maneuvering,False,196.12,210581.96,330.88,26.32,0.0,27.25,NOT_EVALUABLE,True
Random_Search,174,SCEN-01,2500,216.467,3.278095351224211,3.2781,0.0,0.0,True,VALID,18.58,596.3,bio_methanol,transit,False,196.09,210548.04,330.83,26.31,0.0,27.25,NOT_EVALUABLE,True
Random_Search,211,SCEN-01,2500,220.755,3.278873841690002,3.2789,0.0,0.0,True,VALID,18.58,242.1,bio_methanol,transit,False,196.13,210598.05,330.91,26.32,0.0,27.25,NOT_EVALUABLE,True
