optimizer,n_seeds,mean_loss,median_loss,std_loss,min_loss,max_loss,ci_95_low,ci_95_high,mean_physical_obj,feasibility_rate_pct,mean_runtime_s,best_objective
DE,30,3.275826641006297,3.2758266112303236,9.499413751863652e-08,3.275826567254572,3.275826915759734,3.275826567637987,3.2758268869470526,3.2758000000000007,100.0,265.0652666666666,3.275826567254572
GA,30,3.276666870214469,3.2759412631124336,0.003133902022946294,3.275826703268052,3.293116105894509,3.2758268152611136,3.2818264515823583,3.2766566666666668,100.0,265.2529666666666,3.275826703268052
PSO,30,3.2775342827374345,3.275829337108693,0.005199366801988551,3.2758266409069576,3.292871961112825,3.27582670728921,3.2928710931536265,3.277513333333334,100.0,265.14996666666667,3.2758266409069576
QPSO,30,3.2758268694715893,3.2758266772203277,3.961180888773834e-07,3.2758265733124685,3.275828127585896,3.2758265756132086,3.2758278420343414,3.2758000000000007,100.0,262.702,3.2758265733124685
Random_Search,30,3.2827882658990237,3.280007590262155,0.0070447280364932694,3.276814628126207,3.303698664208228,3.2768259791096397,3.300932666951516,3.2827933333333332,100.0,264.5473,3.276814628126207
